中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名,TCMSP靶点Gene Symbol,TCMSP靶点名称,target_ID,DrugBank内部ID,SVM_score,RF_score,边平均分,TCMSP靶点UniProt标准Gene Symbol,TCMSP靶点UniProt编号
大黄,Dahuang,Radix Rhei Et Rhizome,攻下药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
广枣,Guangzao,Choerospondiatis Fructus,活血祛瘀药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
广枣,Guangzao,Choerospondiatis Fructus,活血祛瘀药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
木贼,Muzei,Equiseti Hiemalis Herba,辛凉解表药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
木贼,Muzei,Equiseti Hiemalis Herba,辛凉解表药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
枸杞子,Gouqizi,Lycii Fructus,补阴药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
枸杞子,Gouqizi,Lycii Fructus,补阴药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
桑椹,Sangsheng,Mori Fructus,补阴药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
桑椹,Sangsheng,Mori Fructus,补阴药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
沙棘,Shaji,Hippophae Fructus,化痰药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
沙棘,Shaji,Hippophae Fructus,化痰药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
瓦松,Wasong,Cotyledon Fimbriata Turcz.,清热凉血药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
瓦松,Wasong,Cotyledon Fimbriata Turcz.,清热凉血药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
甘遂,Gansui,Kansui Radix,通水药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
甘遂,Gansui,Kansui Radix,通水药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
白茅根,Baimaogen,Imperatae Rhizoma,凉血止血药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
白茅根,Baimaogen,Imperatae Rhizoma,凉血止血药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
百部,Baibu,Stemonae Radix,止咳平喘药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
百部,Baibu,Stemonae Radix,止咳平喘药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
茵陈,Yinchen,Artemisiae Scopariae Herba,利水渗湿药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
茵陈,Yinchen,Artemisiae Scopariae Herba,利水渗湿药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
荠菜,Jicai,Capsellae Herba,利水渗湿药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
荠菜,Jicai,Capsellae Herba,利水渗湿药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
荷叶,Heye,Folium Nelumbinis,清热解毒药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
荷叶,Heye,Folium Nelumbinis,清热解毒药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
萹蓄,Bianxu,Polygoni Avicularis Herba,利水渗湿药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
萹蓄,Bianxu,Polygoni Avicularis Herba,利水渗湿药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
葱白,Congbai,Allii Fistulost Bulbus,辛温解表药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
马鞭草,Mabiancao,Verbenae Herb,活血祛瘀药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
马鞭草,Mabiancao,Verbenae Herb,活血祛瘀药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
马齿苋,Machixian,Portulacae Herba,清热解毒药,OXL,MOL001880,1880,269,,BCHE,Cholinesterase,559,3923,0.924904,0.74,0.832452,,
马齿苋,Machixian,Portulacae Herba,清热解毒药,OXL,MOL001880,1880,269,,KYNU,Kynureninase,148,435,0.924938,0.71,0.817469,,
大枣,Dazao,Jujubae Fructus,补气药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
杜仲,Duzhong,Eucommiae Cortex,补阳药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
杜仲叶,Duzhongye,Eucommiae Folium,拔毒化腐生肌药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
桑椹,Sangsheng,Mori Fructus,补阴药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
沙棘,Shaji,Hippophae Fructus,化痰药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
白茅根,Baimaogen,Imperatae Rhizoma,凉血止血药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
白蔹,Bailian,Ampelopsis Japonica,清热解毒药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
芦荟,Luhui,Aloe,攻下药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
苍耳子,Cangerzi,Xanthii Fructus,辛温解表药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
荠菜,Jicai,Capsellae Herba,利水渗湿药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
荷叶,Heye,Folium Nelumbinis,清热解毒药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
虎杖,Huzhang,Polygoni Cuspidati Rhizoma Et Radix,利水渗湿药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
覆盆子,Fupenzi,Rubi Fructus,收涩药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,Tar,MOL001886,1886,802,,BCHE,Cholinesterase,559,3923,0.9577,0.714,0.83585,,
党参,Dangshen,Codonopsis Radix,补气药,SRT,MOL001887,1887,1064,,BCHE,Cholinesterase,559,3923,0.913404,0.704,0.808702,,
广枣,Guangzao,Choerospondiatis Fructus,活血祛瘀药,SRT,MOL001887,1887,1064,,BCHE,Cholinesterase,559,3923,0.913404,0.704,0.808702,,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,SRT,MOL001887,1887,1064,,BCHE,Cholinesterase,559,3923,0.913404,0.704,0.808702,,
白茅根,Baimaogen,Imperatae Rhizoma,凉血止血药,SRT,MOL001887,1887,1064,,BCHE,Cholinesterase,559,3923,0.913404,0.704,0.808702,,
丁香,Dingxiang,Caryophylliflos,温里药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
厚朴,Houpu,Magnolia Officinalis Rehd Et Wils．,化湿药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
山茱萸,Shanzhuyu,Cornus Officinalis Sieb. Et Zucc.,收涩药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
木瓜,Mugau,Chaenomeles Sinensis (Thouin) Koehne,祛风湿散寒药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
木贼,Muzei,Equiseti Hiemalis Herba,辛凉解表药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
桑椹,Sangsheng,Mori Fructus,补阴药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
白芍,Baishao,Paeoniae Radix Alba,补血药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
荔枝核,Lizhihe,Litchi Semen,理气药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
黑芝麻,Heizhima,Sesami Nigrum Semen,补阴药,BU3,MOL001893,1893,776,,BCHE,Cholinesterase,559,3923,0.980353,0.774,0.8771765,,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,Tereton,MOL002025,2025,700,,BCHE,Cholinesterase,559,3923,0.963184,0.772,0.867592,,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,Tereton,MOL002025,2025,700,,KYNU,Kynureninase,148,435,0.882328,0.71,0.796164,,
广藿香,Guanghuoxiang,Pogostemon Cablin (Blanco) Benth.,化湿药,Tereton,MOL002025,2025,700,,BCHE,Cholinesterase,559,3923,0.963184,0.772,0.867592,,
广藿香,Guanghuoxiang,Pogostemon Cablin (Blanco) Benth.,化湿药,Tereton,MOL002025,2025,700,,KYNU,Kynureninase,148,435,0.882328,0.71,0.796164,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Tereton,MOL002025,2025,700,,BCHE,Cholinesterase,559,3923,0.963184,0.772,0.867592,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,Tereton,MOL002025,2025,700,,KYNU,Kynureninase,148,435,0.882328,0.71,0.796164,,
竹沥,Zhuli,Bomboo Juice,清热解毒药,Tereton,MOL002025,2025,700,,BCHE,Cholinesterase,559,3923,0.963184,0.772,0.867592,,
竹沥,Zhuli,Bomboo Juice,清热解毒药,Tereton,MOL002025,2025,700,,KYNU,Kynureninase,148,435,0.882328,0.71,0.796164,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Tereton,MOL002025,2025,700,,BCHE,Cholinesterase,559,3923,0.963184,0.772,0.867592,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Tereton,MOL002025,2025,700,,KYNU,Kynureninase,148,435,0.882328,0.71,0.796164,,
川芎,Chuanxiong,Chuanxiong Rhizoma,活血祛瘀药,TML,MOL002156,2156,3422,,BCHE,Cholinesterase,559,3923,0.917995,0.7,0.8089975,,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,TML,MOL002156,2156,3422,,BCHE,Cholinesterase,559,3923,0.917995,0.7,0.8089975,,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,TML,MOL002156,2156,3422,,BCHE,Cholinesterase,559,3923,0.917995,0.7,0.8089975,,
川芎,Chuanxiong,Chuanxiong Rhizoma,活血祛瘀药,ISOHEPTANE,MOL002166,2166,3026,,BCHE,Cholinesterase,559,3923,0.95187,0.704,0.827935,,
沙棘,Shaji,Hippophae Fructus,化痰药,ISOHEPTANE,MOL002166,2166,3026,,BCHE,Cholinesterase,559,3923,0.95187,0.704,0.827935,,
牵牛子,Qianniuzi,Semen Pharbitidis,通水药,ISOHEPTANE,MOL002166,2166,3026,,BCHE,Cholinesterase,559,3923,0.95187,0.704,0.827935,,
甘草,Gancao,licorice,补气药,ISOHEPTANE,MOL002166,2166,3026,,BCHE,Cholinesterase,559,3923,0.95187,0.704,0.827935,,
紫苏子,Zisuzi,Perillae Fructus,止咳平喘药,ISOHEPTANE,MOL002166,2166,3026,,BCHE,Cholinesterase,559,3923,0.95187,0.704,0.827935,,
大黄,Dahuang,Radix Rhei Et Rhizome,攻下药,DMR,MOL002299,2299,1651,,BCHE,Cholinesterase,559,3923,0.92344,0.708,0.81572,,
沙棘,Shaji,Hippophae Fructus,化痰药,DMR,MOL002299,2299,1651,,BCHE,Cholinesterase,559,3923,0.92344,0.708,0.81572,,
百部,Baibu,Stemonae Radix,止咳平喘药,DMR,MOL002299,2299,1651,,BCHE,Cholinesterase,559,3923,0.92344,0.708,0.81572,,
大黄,Dahuang,Radix Rhei Et Rhizome,攻下药,DLA,MOL002301,2301,216,,BCHE,Cholinesterase,559,3923,0.964403,0.774,0.8692015,,
大黄,Dahuang,Radix Rhei Et Rhizome,攻下药,DLA,MOL002301,2301,216,,KYNU,Kynureninase,148,435,0.923105,0.744,0.8335525,,
桑叶,Sangye,Mori Follum,辛凉解表药,DLA,MOL002301,2301,216,,BCHE,Cholinesterase,559,3923,0.964403,0.774,0.8692015,,
桑叶,Sangye,Mori Follum,辛凉解表药,DLA,MOL002301,2301,216,,KYNU,Kynureninase,148,435,0.923105,0.744,0.8335525,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,DLA,MOL002301,2301,216,,BCHE,Cholinesterase,559,3923,0.964403,0.774,0.8692015,,
玉米须,Yumixu,Maydis Seigma,利水渗湿药,DLA,MOL002301,2301,216,,KYNU,Kynureninase,148,435,0.923105,0.744,0.8335525,,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,DLA,MOL002301,2301,216,,BCHE,Cholinesterase,559,3923,0.964403,0.774,0.8692015,,
蒲黄,Puhuang,Pollen Typhae,化瘀止血药,DLA,MOL002301,2301,216,,KYNU,Kynureninase,148,435,0.923105,0.744,0.8335525,,
防己,Fangji,Stephaniae Tetrandrae Radix,祛风湿清热药,"2,2,2-triethoxyethanol",MOL002326,2326,967,,BCHE,Cholinesterase,559,3923,0.938009,0.72,0.8290045,,
番泻叶,Fanxieye,Sennae Folium,攻下药,()-Neomenthol,MOL002374,2374,186,,BCHE,Cholinesterase,559,3923,0.987486,0.704,0.845743,,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,()-Neomenthol,MOL002374,2374,186,,BCHE,Cholinesterase,559,3923,0.987486,0.704,0.845743,,
薄荷,Bohe,Menthae Herba,辛凉解表药,()-Neomenthol,MOL002374,2374,186,,BCHE,Cholinesterase,559,3923,0.987486,0.704,0.845743,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,()-Neomenthol,MOL002374,2374,186,,BCHE,Cholinesterase,559,3923,0.987486,0.704,0.845743,,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
番泻叶,Fanxieye,Sennae Folium,攻下药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
积雪草,Jixuecao,Centella Asiatica (L.) Urban[Hydro-Cotyle Asiatica L.],清热解毒药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
绞股蓝,Jiaoguolan,Gynostemmae Pentaphylli Herba,补气药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
老鹳草,Laoguancao,Geranium Wilfordii Maxim.,祛风湿散寒药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
荆芥,Jingjie,Schizonepetae Herba,辛温解表药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
薄荷,Bohe,Menthae Herba,辛凉解表药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
连钱草,Lianqiancao,Glechomae Herba,利水渗湿药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,(-)-isomenthone,MOL002375,2375,705,,BCHE,Cholinesterase,559,3923,0.938768,0.706,0.822384,,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,Methylbutenol,MOL002480,2480,1176,,BCHE,Cholinesterase,559,3923,0.96046,0.772,0.86623,,
当归,Danggui,Angelicae Sinensis Radix,补血药,Methylbutenol,MOL002480,2480,1176,,BCHE,Cholinesterase,559,3923,0.96046,0.772,0.86623,,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,Methylbutenol,MOL002480,2480,1176,,BCHE,Cholinesterase,559,3923,0.96046,0.772,0.86623,,
佛手,Foshou,Citri Sarcodactylis Fructus,理气药,PGR,MOL002498,2498,1262,,BCHE,Cholinesterase,559,3923,0.960876,0.748,0.854438,,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,PGR,MOL002498,2498,1262,,BCHE,Cholinesterase,559,3923,0.960876,0.748,0.854438,,
麦芽,Maiya,Hordei Fructus Germinatus,消食药,PGR,MOL002498,2498,1262,,BCHE,Cholinesterase,559,3923,0.960876,0.748,0.854438,,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,Mesotrihydroxypiperidine,MOL002512,2512,1561,,BCHE,Cholinesterase,559,3923,0.936744,0.7,0.818372,,
高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizome,温里药,2-octen-4-ol,MOL002540,2540,4124,,BCHE,Cholinesterase,559,3923,0.805714,0.716,0.760857,,
葛花,Gehua,Puerariae Flos,辛凉解表药,Pentanone,MOL002542,2542,3663,,BCHE,Cholinesterase,559,3923,0.827634,0.764,0.795817,,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Pentanone,MOL002542,2542,3663,,BCHE,Cholinesterase,559,3923,0.827634,0.764,0.795817,,
高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizome,温里药,Pentanone,MOL002542,2542,3663,,BCHE,Cholinesterase,559,3923,0.827634,0.764,0.795817,,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,Pentanone,MOL002542,2542,3663,,BCHE,Cholinesterase,559,3923,0.827634,0.764,0.795817,,
高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizome,温里药,ZINC02031653,MOL002546,2546,2643,,BCHE,Cholinesterase,559,3923,0.934453,0.756,0.8452265,,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,GBL,MOL002576,2576,3804,,BCHE,Cholinesterase,559,3923,0.833394,0.744,0.788697,,
竹沥,Zhuli,Bomboo Juice,清热解毒药,GBL,MOL002576,2576,3804,,BCHE,Cholinesterase,559,3923,0.833394,0.744,0.788697,,
高良姜,Gaoliangjiang,Alpiniae Officinarum Rhizome,温里药,GBL,MOL002576,2576,3804,,BCHE,Cholinesterase,559,3923,0.833394,0.744,0.788697,,
麻黄,Mahuang,Ephedra Herba,辛温解表药,GBL,MOL002576,2576,3804,,BCHE,Cholinesterase,559,3923,0.833394,0.744,0.788697,,
红花,Honghua,Carthami Flos,活血祛瘀药,Ethone,MOL002679,2679,3175,,BCHE,Cholinesterase,559,3923,0.920954,0.72,0.820477,,
红花,Honghua,Carthami Flos,活血祛瘀药,GLV,MOL002686,2686,1386,,BCHE,Cholinesterase,559,3923,0.938284,0.754,0.846142,,
乌梅,Wumei,Mume Fructus,收涩药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
墓头回,Mutouhui,Et Radix Patriniae Rhizoma,清热解毒药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
桑叶,Sangye,Mori Follum,辛凉解表药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
牛蒡子,Niubangzi,Fructus Arctii,辛凉解表药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
甘松,Gansong,Nardostachyos Radix Et Rhizoma,理气药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
竹节参,Zhujieshen,Panacis Japonici Rhizoma,补气药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
紫草,Zicao,Lithospermum Erythrorhizon,清热凉血药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
红花,Honghua,Carthami Flos,活血祛瘀药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
辣椒,Lajiao,Capsici Fructus,拔毒化腐生肌药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
黑豆,Heidou,Sojae Semen Nigrum,补阴药,Iva,MOL002691,2691,2639,,BCHE,Cholinesterase,559,3923,0.90075,0.79,0.845375,,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,ZINC01692449,MOL002711,2711,1566,,BCHE,Cholinesterase,559,3923,0.932909,0.752,0.8424545,,
红花,Honghua,Carthami Flos,活血祛瘀药,ZINC01692449,MOL002711,2711,1566,,BCHE,Cholinesterase,559,3923,0.932909,0.752,0.8424545,,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,(R)-2-methylbutyric acid,MOL002744,2744,1604,,BCHE,Cholinesterase,559,3923,0.928384,0.776,0.852192,,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,(R)-2-methylbutyric acid,MOL002744,2744,1604,,BCHE,Cholinesterase,559,3923,0.928384,0.776,0.852192,,
红花,Honghua,Carthami Flos,活血祛瘀药,(R)-2-methylbutyric acid,MOL002744,2744,1604,,BCHE,Cholinesterase,559,3923,0.928384,0.776,0.852192,,
红花,Honghua,Carthami Flos,活血祛瘀药,ZINC01690417,MOL002745,2745,2415,,BCHE,Cholinesterase,559,3923,0.96663,0.748,0.857315,,
红花,Honghua,Carthami Flos,活血祛瘀药,(2R)-5-methylhexan-2-ol,MOL002747,2747,3523,,BCHE,Cholinesterase,559,3923,0.882881,0.724,0.8034405,,
海金沙,Haijinsha,Lygodii Spora,利水渗湿药,"2,4-Dimethylpentane-2,4-diol",MOL002877,2877,378,,BCHE,Cholinesterase,559,3923,0.998628,0.744,0.871314,,
海金沙,Haijinsha,Lygodii Spora,利水渗湿药,ZINC01592387,MOL002887,2887,1579,,BCHE,Cholinesterase,559,3923,0.933964,0.76,0.846982,,
降香,Jiangxiang,Dalbergiae Odoriferae Lignum,理气药,"(1S,2S,4R)-1,2,4-trimethylcyclohexane",MOL002942,2942,2760,,BCHE,Cholinesterase,559,3923,0.974522,0.704,0.839261,,
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
乌梅,Wumei,Mume Fructus,收涩药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
乌药,Wuyao,Linderae Radix,理气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
乳香,Ruxiang,Olibanun,活血祛瘀药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
仙鹤草,Xianhecao,Agrimonia Eupatoria,收敛止血药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
佛手,Foshou,Citri Sarcodactylis Fructus,理气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
使君子,Shijunzi,Quisqualis Indica,驱虫药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
党参,Dangshen,Codonopsis Radix,补气药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
凌霄花,Lingxiaohua,Campsis Flos,活血祛瘀药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
功劳木,Gonglaomu,Mahoniae Caulis,清热解毒药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,lauric acid,MOL000305,305,1920,,BCHE,Cholinesterase,559,3923,0.83359,0.704,0.768795,,
