中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名
栀子,Zhizi,Gardeniae Fructus,清热泻火药,Eucarvone,MOL000478,478,1924,
没药,Moyao,Myrrha,活血祛瘀药,Eucarvone,MOL000478,478,1924,
淫羊藿,Yinyanghuo,Epimrdii Herba,补阳药,Eucarvone,MOL000478,478,1924,
玳玳花,Daidaihua,Citrus Aurantium,理气药,Eucarvone,MOL000478,478,1924,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,Eucarvone,MOL000478,478,1924,
胡椒,Hujiao,Piperis Fructus,温里药,Eucarvone,MOL000478,478,1924,
艾叶,Aiye,Folium Artemisiae Argyi,温经止血药,Eucarvone,MOL000478,478,1924,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Eucarvone,MOL000478,478,1924,
辛夷,Xinyi,Magnoliae Flos,辛温解表药,Eucarvone,MOL000478,478,1924,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Eucarvone,MOL000478,478,1924,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,Eucarvone,MOL000478,478,1924,
独活,Duhuo,Radix Angelicae Biseratae,祛风湿散寒药,Angelicone,MOL004780,4780,2112,639
山柰,Shannai,Kaempferiae Rhizoma,温里药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
牡荆叶,Mujingye,Viticis Negundo Folium,辛凉解表药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
独活,Duhuo,Radix Angelicae Biseratae,祛风湿散寒药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
百合,Baihe,Lilii Bulbus,补阴药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
花椒,Huajiao,Zanthoxyli Pericarpium,温里药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
薄荷,Bohe,Menthae Herba,辛凉解表药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
覆盆子,Fupenzi,Rubi Fructus,收涩药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,1-alpha-Terpinyl acetate,MOL004788,4788,54,
一枝黄花,Yizhihuanghua,Solidaginis Herba,辛凉解表药,Farnesene,MOL000479,479,1046,
人参叶,Renshenye,Ginseng Folium,补气药,Farnesene,MOL000479,479,1046,
伸筋草,Shenjincao,Rhizome Of Whiteback Greenbrier,祛风湿散寒药,Farnesene,MOL000479,479,1046,
佩兰,Peilan,Eupatorium Fortunei Turcz,化湿药,Farnesene,MOL000479,479,1046,
侧柏叶,Cebaiye,Platycladi Cacumen,凉血止血药,Farnesene,MOL000479,479,1046,
北五味子,Beiwuweizi,Schisandrae Chinensis Fructus,收涩药,Farnesene,MOL000479,479,1046,
厚朴,Houpu,Magnolia Officinalis Rehd Et Wils．,化湿药,Farnesene,MOL000479,479,1046,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,Farnesene,MOL000479,479,1046,
当归,Danggui,Angelicae Sinensis Radix,补血药,Farnesene,MOL000479,479,1046,
断血流,Duanxueliu,Herba Clinopodii Polycephali.,凉血止血药,Farnesene,MOL000479,479,1046,
木香,Muxiang,Aucklandiae Radix,理气药,Farnesene,MOL000479,479,1046,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,Farnesene,MOL000479,479,1046,
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,Farnesene,MOL000479,479,1046,
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,Farnesene,MOL000479,479,1046,
桑叶,Sangye,Mori Follum,辛凉解表药,Farnesene,MOL000479,479,1046,
桑寄生,Sangjisheng,Herba Taxilli,祛风湿筋骨药,Farnesene,MOL000479,479,1046,
椿皮,Chunpi,Ailanthi Cortex,清热燥湿药,Farnesene,MOL000479,479,1046,
楮实子,Chushiziu,Broussonetiae Fructus,补阴药,Farnesene,MOL000479,479,1046,
款冬花,Kuandonghua,Farfarae Flos,止咳平喘药,Farnesene,MOL000479,479,1046,
没药,Moyao,Myrrha,活血祛瘀药,Farnesene,MOL000479,479,1046,
牡荆叶,Mujingye,Viticis Negundo Folium,辛凉解表药,Farnesene,MOL000479,479,1046,
玳玳花,Daidaihua,Citrus Aurantium,理气药,Farnesene,MOL000479,479,1046,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,Farnesene,MOL000479,479,1046,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,Farnesene,MOL000479,479,1046,
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,Farnesene,MOL000479,479,1046,
竹节参,Zhujieshen,Panacis Japonici Rhizoma,补气药,Farnesene,MOL000479,479,1046,
紫苏,Zisu,Perilla Frutescens,辛温解表药,Farnesene,MOL000479,479,1046,
红参,Hongshen,Ginsen Radix Et Rhizoma Rubra,补气药,Farnesene,MOL000479,479,1046,
红花,Honghua,Carthami Flos,活血祛瘀药,Farnesene,MOL000479,479,1046,
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,Farnesene,MOL000479,479,1046,
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,Farnesene,MOL000479,479,1046,
肉桂,Rougui,Cinnanmomi Cortex,温里药,Farnesene,MOL000479,479,1046,
胡椒,Hujiao,Piperis Fructus,温里药,Farnesene,MOL000479,479,1046,
艾叶,Aiye,Folium Artemisiae Argyi,温经止血药,Farnesene,MOL000479,479,1046,
荜茇,Biba,Piperis Longi Fructus,温里药,Farnesene,MOL000479,479,1046,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,Farnesene,MOL000479,479,1046,
蒿本,Haoben,Radix et Rhizoma Ligustici Chinesis,辛温解表药,Farnesene,MOL000479,479,1046,
薄荷,Bohe,Menthae Herba,辛凉解表药,Farnesene,MOL000479,479,1046,
藁本,Gaoben,Ligustici Rhizoma Et Radix,辛温解表药,Farnesene,MOL000479,479,1046,
蛇床子,Shechuangzi,Cnidii Fructus,解毒杀虫燥湿止痒药,Farnesene,MOL000479,479,1046,
西洋参,Xiyangshen,Panacis Quinquefolii Radix,补气药,Farnesene,MOL000479,479,1046,
覆盆子,Fupenzi,Rubi Fructus,收涩药,Farnesene,MOL000479,479,1046,
辛夷,Xinyi,Magnoliae Flos,辛温解表药,Farnesene,MOL000479,479,1046,
郁金,Yujin,Curcumae Radix,活血祛瘀药,Farnesene,MOL000479,479,1046,
金银花,Jinyinhua,Lonicerae Japonicae Flos,清热解毒药,Farnesene,MOL000479,479,1046,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,Farnesene,MOL000479,479,1046,
降香,Jiangxiang,Dalbergiae Odoriferae Lignum,理气药,Farnesene,MOL000479,479,1046,
零陵香,Linglingxiang,Lysimachiae Foenigraeci Herba,辛温解表药,Farnesene,MOL000479,479,1046,
青蒿,Qinghao,Artemisia Annua L.,清虚热药,Farnesene,MOL000479,479,1046,
香薷,Xiangru,Moslae Herba,辛温解表药,Farnesene,MOL000479,479,1046,
马鞭草,Mabiancao,Verbenae Herb,活血祛瘀药,Farnesene,MOL000479,479,1046,
鬼针草,Guizhencao,Bidentis Bipinnatae Herba,清热解毒药,Farnesene,MOL000479,479,1046,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,Farnesene,MOL000479,479,1046,
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,Farnesene,MOL000479,479,1046,
麻黄,Mahuang,Ephedra Herba,辛温解表药,Farnesene,MOL000479,479,1046,
前胡,Qianhu,Peucedani Radix,化痰药,nodakenin,MOL004792,4792,1887,552
独活,Duhuo,Radix Angelicae Biseratae,祛风湿散寒药,nodakenin,MOL004792,4792,1887,552
紫花前胡,Zihuaqianhu,Peucedanidecursivi Radix,化痰药,nodakenin,MOL004792,4792,1887,552
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,nodakenin,MOL004792,4792,1887,552
前胡,Qianhu,Peucedani Radix,化痰药,Marmesine,MOL004793,4793,1013,
独活,Duhuo,Radix Angelicae Biseratae,祛风湿散寒药,Marmesine,MOL004793,4793,1013,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,Marmesine,MOL004793,4793,1013,
紫花前胡,Zihuaqianhu,Peucedanidecursivi Radix,化痰药,Marmesine,MOL004793,4793,1013,
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,Marmesine,MOL004793,4793,1013,
防风,Fangfeng,Saposhnikoviae Radix,辛温解表药,Marmesine,MOL004793,4793,1013,
独活,Duhuo,Radix Angelicae Biseratae,祛风湿散寒药,Acenaphthene,MOL004794,4794,3743,
凤仙透骨草,Fengxiantougucao,Impatiens Balsamina,祛风湿散寒药,delphinidin,MOL004798,4798,2205,678
夏枯草,Xiakucao,Prunellae Spica,清热泻火药,delphinidin,MOL004798,4798,2205,678
菊苣,Juju,Cichorii Radix,拔毒化腐生肌药,delphinidin,MOL004798,4798,2205,678
鸡屎藤,Jishiteng,Paederiae Scandentis Herba,消食药,delphinidin,MOL004798,4798,2205,678
麦芽,Maiya,Hordei Fructus Germinatus,消食药,delphinidin,MOL004798,4798,2205,678
麻黄,Mahuang,Ephedra Herba,辛温解表药,delphinidin,MOL004798,4798,2205,678
黑豆,Heidou,Sojae Semen Nigrum,补阴药,delphinidin,MOL004798,4798,2205,678
没药,Moyao,Myrrha,活血祛瘀药,"(5E,9Z)-3,6,10-trimethyl-4,7,8,11-tetrahydrocyclodeca[b]furan",MOL000048,48,1665,
白术,Baizhu,Atractylodes Macrocephala Koidz.,补气药,"(5E,9Z)-3,6,10-trimethyl-4,7,8,11-tetrahydrocyclodeca[b]furan",MOL000048,48,1665,
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,"(5E,9Z)-3,6,10-trimethyl-4,7,8,11-tetrahydrocyclodeca[b]furan",MOL000048,48,1665,
射干,Shegan,Belamcandae Rhizome,清热解毒药,genistin,MOL000480,480,3945,
槐角,Huaijiao,Fructussophorae,凉血止血药,genistin,MOL000480,480,3945,
淡豆豉,Dandouchi,Sojae Semen Praeparatum,辛凉解表药,genistin,MOL000480,480,3945,
葛花,Gehua,Puerariae Flos,辛凉解表药,genistin,MOL000480,480,3945,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,genistin,MOL000480,480,3945,
黑豆,Heidou,Sojae Semen Nigrum,补阴药,genistin,MOL000480,480,3945,
凤仙透骨草,Fengxiantougucao,Impatiens Balsamina,祛风湿散寒药,pelargonidin-3-O-glucoside,MOL004800,4800,3304,1037
甘草,Gancao,licorice,补气药,"(2S)-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-8,8-dimethyl-2,3-dihydropyrano[2,3-f]chromen-4-one",MOL004805,4805,694,282
甘草,Gancao,licorice,补气药,euchrenone,MOL004806,4806,1276,433
玉竹,Yuzhu,Polygonati Odorati Rhizoma,补阴药,glucuronic acid,MOL004807,4807,3393,
甘草,Gancao,licorice,补气药,glucuronic acid,MOL004807,4807,3393,
黄精,Huangjing,Polygonati Rhizoma,补阴药,glucuronic acid,MOL004807,4807,3393,
黑豆,Heidou,Sojae Semen Nigrum,补阴药,glucuronic acid,MOL004807,4807,3393,
甘草,Gancao,licorice,补气药,glyasperin B,MOL004808,4808,978,346
天葵子,Tiankuizi,Semiaquilegiae Radix,清热解毒药,genistein,MOL000481,481,1238,
射干,Shegan,Belamcandae Rhizome,清热解毒药,genistein,MOL000481,481,1238,
山豆根,Shandougen,Sophorae Tonkinensis Radix Et Rhizome,清热解毒药,genistein,MOL000481,481,1238,
川射干,Chuanshegan,Iridis Tectori Rhizoma,清热解毒药,genistein,MOL000481,481,1238,
杜仲,Duzhong,Eucommiae Cortex,补阳药,genistein,MOL000481,481,1238,
槐角,Huaijiao,Fructussophorae,凉血止血药,genistein,MOL000481,481,1238,
淡豆豉,Dandouchi,Sojae Semen Praeparatum,辛凉解表药,genistein,MOL000481,481,1238,
肉苁蓉,Roucongrong,Cistanches Herba,补阳药,genistein,MOL000481,481,1238,
芫花,Yuanhua,Flos Genkwa,通水药,genistein,MOL000481,481,1238,
葛根,Gegen,Radix Puerariae,辛温解表药,genistein,MOL000481,481,1238,
葛花,Gehua,Puerariae Flos,辛凉解表药,genistein,MOL000481,481,1238,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,genistein,MOL000481,481,1238,
黑豆,Heidou,Sojae Semen Nigrum,补阴药,genistein,MOL000481,481,1238,
甘草,Gancao,licorice,补气药,glyasperin F,MOL004810,4810,854,321
甘草,Gancao,licorice,补气药,Glyasperin C,MOL004811,4811,277,116
甘草,Gancao,licorice,补气药,Isotrifoliol,MOL004814,4814,917,333
甘草,Gancao,licorice,补气药,"(E)-1-(2,4-dihydroxyphenyl)-3-(2,2-dimethylchromen-6-yl)prop-2-en-1-one",MOL004815,4815,588,245
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,levodopa,MOL000482,482,1108,
甘草,Gancao,licorice,补气药,kanzonols W,MOL004820,4820,692,281
甘草,Gancao,licorice,补气药,"(2S)-6-(2,4-dihydroxyphenyl)-2-(2-hydroxypropan-2-yl)-4-methoxy-2,3-dihydrofuro[3,2-g]chromen-7-one",MOL004824,4824,311,127
甘草,Gancao,licorice,补气药,Semilicoisoflavone B,MOL004827,4827,976,345
甘草,Gancao,licorice,补气药,Glepidotin A,MOL004828,4828,401,154
甘草,Gancao,licorice,补气药,Glepidotin B,MOL004829,4829,2004,589
升麻,Shengma,Cimicifugae Rhizoma,辛凉解表药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
火麻仁,Huomaren,Cannabis Sativa L.,润下药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
玉竹,Yuzhu,Polygonati Odorati Rhizoma,补阴药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
知母,Zhimu,Anemarrhenae Rhizoma,清热泻火药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
胡椒,Hujiao,Piperis Fructus,温里药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
茄根,Qiegeng,Solanum Melongena L,祛风湿清热药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
蒺藜,Jili,Tribulifructus,平肝熄风药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
薤白,Xiebai,Allium Azureum Ledeb.,理气药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,MOL000483,483,2888,933
安息香,Anxixiang,Benzoinum,开窍药,WLN: 4OVR,MOL004832,4832,1888,
枇杷叶,Pipaye,Eriobotryae Folium,止咳平喘药,WLN: 4OVR,MOL004832,4832,1888,
甘草,Gancao,licorice,补气药,WLN: 4OVR,MOL004832,4832,1888,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,WLN: 4OVR,MOL004832,4832,1888,
甘草,Gancao,licorice,补气药,Phaseolinisoflavan,MOL004833,4833,77,34
甘草,Gancao,licorice,补气药,Glypallichalcone,MOL004835,4835,276,115
甘草,Gancao,licorice,补气药,echinatin,MOL004836,4836,457,
甘草,Gancao,licorice,补气药,Karenzu DK2,MOL004837,4837,1405,
甘草,Gancao,licorice,补气药,"8-(6-hydroxy-2-benzofuranyl)-2,2-dimethyl-5-chromenol",MOL004838,4838,2839,923
甘草,Gancao,licorice,补气药,Licochalcone B,MOL004841,4841,495,203
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,Licochalcone B,MOL004841,4841,495,203
甘草,Gancao,licorice,补气药,"2,2-DIMETHYLPENTANE",MOL004847,4847,2258,
甘草,Gancao,licorice,补气药,licochalcone G,MOL004848,4848,641,264
甘草,Gancao,licorice,补气药,"3-(2,4-dihydroxyphenyl)-8-(1,1-dimethylprop-2-enyl)-7-hydroxy-5-methoxy-coumarin",MOL004849,4849,723,291
三七,Sanqi,Panax Notoginseng (Burk.) F. H. Chen Ex C. Chow,化瘀止血药,TMH,MOL000485,485,1879,
丹参,Danshen,Radix Salviae,活血祛瘀药,TMH,MOL000485,485,1879,
乳香,Ruxiang,Olibanun,活血祛瘀药,TMH,MOL000485,485,1879,
姜黄,Jianghuang,Curcumaelongae Rhizoma,活血祛瘀药,TMH,MOL000485,485,1879,
广藿香,Guanghuoxiang,Pogostemon Cablin (Blanco) Benth.,化湿药,TMH,MOL000485,485,1879,
桑叶,Sangye,Mori Follum,辛凉解表药,TMH,MOL000485,485,1879,
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,TMH,MOL000485,485,1879,
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,TMH,MOL000485,485,1879,
紫苏,Zisu,Perilla Frutescens,辛温解表药,TMH,MOL000485,485,1879,
羌活,Qianghuo,Notopterygii Rhizoma Et Radix,辛温解表药,TMH,MOL000485,485,1879,
肉豆蔻,Roudoukou,Myristicae Semen,收涩药,TMH,MOL000485,485,1879,
芫荽,Yuansui,Coriandri Sativi Herba,辛温解表药,TMH,MOL000485,485,1879,
茺蔚子,Chongweizi,Leonuri Fructus,活血祛瘀药,TMH,MOL000485,485,1879,
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,TMH,MOL000485,485,1879,
香薷,Xiangru,Moslae Herba,辛温解表药,TMH,MOL000485,485,1879,
鱼腥草,Yuxingcao,Houttuyniae Herba,清热解毒药,TMH,MOL000485,485,1879,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,TMH,MOL000485,485,1879,
甘草,Gancao,licorice,补气药,Licoflavonol,MOL004853,4853,1251,
甘草,Gancao,licorice,补气药,Licoricone,MOL004855,4855,2717,882
甘草,Gancao,licorice,补气药,Gancaonin A,MOL004856,4856,852,320
甘草,Gancao,licorice,补气药,Gancaonin B,MOL004857,4857,1312,441
甘草,Gancao,licorice,补气药,"2,3-dimethylhexane",MOL004859,4859,2669,
菊花,Juhua,Chrysanthemi Flos,辛凉解表药,"2,3-dimethylhexane",MOL004859,4859,2669,
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"2,3-dimethylhexane",MOL004859,4859,2669,
木蝴蝶,Muhudie,Oroxyli Semen,清热解毒药,Prunetin,MOL000486,486,586,
甘草,Gancao,licorice,补气药,Prunetin,MOL000486,486,586,
降香,Jiangxiang,Dalbergiae Odoriferae Lignum,理气药,Prunetin,MOL000486,486,586,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,Prunetin,MOL000486,486,586,
甘草,Gancao,licorice,补气药,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-(3-methylbut-2-enyl)chromone",MOL004863,4863,720,290
甘草,Gancao,licorice,补气药,"5,7-dihydroxy-3-(4-methoxyphenyl)-8-(3-methylbut-2-enyl)chromone",MOL004864,4864,569,238
甘草,Gancao,licorice,补气药,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-(3-methylbut-2-enyl)chromone",MOL004866,4866,2939,947
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,Schisandrin,MOL000487,487,853,
黑老虎,Heilaohu,Kadsurae Coccineae Radix Et Caulis,理气药,Schisandrin,MOL000487,487,853,
甘草,Gancao,licorice,补气药,"(3S)-2,3-dimethylpentane",MOL004871,4871,2383,
甘草,Gancao,licorice,补气药,Glycyrin,MOL004879,4879,2743,892
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,Schizandrol,MOL000488,488,1539,
甘草,Gancao,licorice,补气药,"5,6,7,8-Tetrahydro-2,4-dimethylquinoline",MOL004880,4880,183,
月季花,Yuejihua,Mori Cortex,活血祛瘀药,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",MOL004881,4881,647,
桑叶,Sangye,Mori Follum,辛凉解表药,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",MOL004881,4881,647,
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",MOL004881,4881,647,
甘草,Gancao,licorice,补气药,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",MOL004881,4881,647,
甘草,Gancao,licorice,补气药,Licocoumarone,MOL004882,4882,3797,1130
甘草,Gancao,licorice,补气药,Licoisoflavone,MOL004883,4883,1268,430
甘草,Gancao,licorice,补气药,Licoisoflavone B,MOL004884,4884,1038,357
甘草,Gancao,licorice,补气药,licoisoflavanone,MOL004885,4885,962,343
一枝黄花,Yizhihuanghua,Solidaginis Herba,辛凉解表药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
乌敛莓,Wulianmei,Cayratiae Japonicae Herba,清热解毒药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
垂盆草,Chuipencao,Sedi Herba,清热解毒药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
干姜,Ganjiang,Zingiberis Rhizoma,温里药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
当归,Danggui,Angelicae Sinensis Radix,补血药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
没药,Moyao,Myrrha,活血祛瘀药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
紫苏,Zisu,Perilla Frutescens,辛温解表药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
肉桂,Rougui,Cinnanmomi Cortex,温里药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
鬼针草,Guizhencao,Bidentis Bipinnatae Herba,清热解毒药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
鼠曲草,Shuqucao,Gnaphalii Affinis Herba,化痰药,"(1S,4aR,8aR)-1-isopropyl-7-methyl-4-methylene-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",MOL000489,489,1418,
木贼,Muzei,Equiseti Hiemalis Herba,辛凉解表药,"(4S)-2,4-dimethylhexane",MOL004890,4890,2674,
甘草,Gancao,licorice,补气药,"(4S)-2,4-dimethylhexane",MOL004890,4890,2674,
甘草,Gancao,licorice,补气药,shinpterocarpin,MOL004891,4891,56,25
甘草,Gancao,licorice,补气药,"(E)-3-[3,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-1-(2,4-dihydroxyphenyl)prop-2-en-1-one",MOL004898,4898,621,257
白术,Baizhu,Atractylodes Macrocephala Koidz.,补气药,3β-acetoxyatractylone,MOL000049,49,91,40
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,petunidin,MOL000490,490,478,197
没药,Moyao,Myrrha,活血祛瘀药,petunidin,MOL000490,490,478,197
鸡血藤,Jixueteng,Spatholobus Suberectus Dunn,活血祛瘀药,petunidin,MOL000490,490,478,197
漏芦,Loulu,Rhapontici Radix,清热解毒药,liquiritin,MOL004903,4903,3870,1140
甘草,Gancao,licorice,补气药,liquiritin,MOL004903,4903,3870,1140
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,liquiritin,MOL004903,4903,3870,1140
甘草,Gancao,licorice,补气药,licopyranocoumarin,MOL004904,4904,1671,511
甘草,Gancao,licorice,补气药,Glyzaglabrin,MOL004907,4907,434,174
甘草,Gancao,licorice,补气药,Glabridin,MOL004908,4908,79,35
苦杏仁,Kuxingren,Amygdalus Communis Vas,止咳平喘药,Glabridin,MOL004908,4908,79,35
甘草,Gancao,licorice,补气药,Glabranin,MOL004910,4910,2127,645
甘草,Gancao,licorice,补气药,Glabrene,MOL004911,4911,498,206
月季花,Yuejihua,Mori Cortex,活血祛瘀药,Glabrone,MOL004912,4912,265,110
桑白皮,Sangbaipi,Mori Cortex,止咳平喘药,Glabrone,MOL004912,4912,265,110
甘草,Gancao,licorice,补气药,Glabrone,MOL004912,4912,265,110
甘草,Gancao,licorice,补气药,"1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone",MOL004913,4913,1903,555
甘草,Gancao,licorice,补气药,"1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone",MOL004914,4914,1870,548
甘草,Gancao,licorice,补气药,Eurycarpin A,MOL004915,4915,505,208
仙鹤草,Xianhecao,Agrimonia Eupatoria,收敛止血药,(+)-catechin,MOL000492,492,2103,632
余甘子,Yuganzi,Phyllanthi Fructus,清热解毒药,(+)-catechin,MOL000492,492,2103,632
儿茶,Ercha,Catechu,活血祛瘀药,(+)-catechin,MOL000492,492,2103,632
八角茴香,Bajiaohuixiang,Anisi Stellati Fructus,温里药,(+)-catechin,MOL000492,492,2103,632
南蛇藤果,Nanshetengguo,Celastri Orbiculati Fructus,安神药,(+)-catechin,MOL000492,492,2103,632
大枣,Dazao,Jujubae Fructus,补气药,(+)-catechin,MOL000492,492,2103,632
拳参,Quanshen,Bistortae Rhizoma,清热解毒药,(+)-catechin,MOL000492,492,2103,632
杜仲叶,Duzhongye,Eucommiae Folium,拔毒化腐生肌药,(+)-catechin,MOL000492,492,2103,632
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,(+)-catechin,MOL000492,492,2103,632
水红花子,Shuihonghuazi,Polygoni Orientalis Fructus,活血祛瘀药,(+)-catechin,MOL000492,492,2103,632
沙棘,Shaji,Hippophae Fructus,化痰药,(+)-catechin,MOL000492,492,2103,632
牡丹皮,Mudanpi,Cortex Moutan,清热凉血药,(+)-catechin,MOL000492,492,2103,632
猕猴桃根,Mihoutaogen,Actinidia Chinensis Planch,清热解毒药,(+)-catechin,MOL000492,492,2103,632
