中药中文名,中药拼音,中药拉丁名,中药分类（中文）,中药小分子,TCMSP MOL_ID,molecule_ID,小分子全量排名,小分子严格排名,TCMSP靶点Gene Symbol,TCMSP靶点名称,target_ID,DrugBank内部ID,SVM_score,RF_score,边平均分,TCMSP靶点UniProt标准Gene Symbol,TCMSP靶点UniProt编号
辛夷,Xinyi,Magnoliae Flos,辛温解表药,Hepanal,MOL000935,935,2916,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.951818,0.712,0.831909,CHRM2,P08172
防己,Fangji,Stephaniae Tetrandrae Radix,祛风湿清热药,Hepanal,MOL000935,935,2916,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.951818,0.712,0.831909,CHRM2,P08172
香薷,Xiangru,Moslae Herba,辛温解表药,Hepanal,MOL000935,935,2916,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.951818,0.712,0.831909,CHRM2,P08172
鼠曲草,Shuqucao,Gnaphalii Affinis Herba,化痰药,Hepanal,MOL000935,935,2916,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.951818,0.712,0.831909,CHRM2,P08172
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Oxyphyllenone B,MOL009350,9350,1905,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.829579,0.724,0.7767895,CHRNA7,P36544
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Oxyphyllenone B,MOL009350,9350,1905,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.82713,0.716,0.771565,GABRA5,P31644
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Oxyphyllol A,MOL009351,9351,366,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.834666,0.738,0.786333,CHRM1,P11229
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Oxyphyllol A,MOL009351,9351,366,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.87288,0.718,0.79544,CHRM2,P08172
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Oxyphyllol A,MOL009351,9351,366,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.849111,0.704,0.7765555,CHRNA7,P36544
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,Oxyphyllol A,MOL009351,9351,366,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.800529,0.764,0.7822645,PTGS2,P35354
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,"(1S,4R,4aS,6R,8aS)-6-isopropenyl-4,4a-dimethyldecalin-1,8a-diol",MOL009353,9353,3875,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.856865,0.71,0.7834325,CHRM2,P08172
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,yakuchinone a,MOL009357,9357,4203,,PTGS2,Prostaglandin G/H synthase 2,94,290,,,,PTGS2,P35354
益智,Yizhi,Alpiniae Oxyphyliae Fructus,补阳药,yakuchinone b,MOL009358,9358,4202,,PTGS2,Prostaglandin G/H synthase 2,94,290,,,,PTGS2,P35354
椿皮,Chunpi,Ailanthi Cortex,清热燥湿药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
没药,Moyao,Myrrha,活血祛瘀药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
牡荆叶,Mujingye,Viticis Negundo Folium,辛凉解表药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
紫苏,Zisu,Perilla Frutescens,辛温解表药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
蛇床子,Shechuangzi,Cnidii Fructus,解毒杀虫燥湿止痒药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
郁金,Yujin,Curcumae Radix,活血祛瘀药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
鬼针草,Guizhencao,Bidentis Bipinnatae Herba,清热解毒药,Germacrene B,MOL000936,936,2545,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.958351,0.742,0.8501755,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,4'-methylpinosylvin,MOL009362,9362,1242,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.829518,0.74,0.784759,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,4'-methylpinosylvin,MOL009362,9362,1242,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.936473,0.848,0.8922365,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemonine C,MOL009363,9363,3646,1103,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.857719,0.736,0.7968595,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemonine,MOL009364,9364,3855,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.842216,0.728,0.785108,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemonine J,MOL009366,9366,3953,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.841563,0.714,0.7777815,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemonine N,MOL009368,9368,3937,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.855659,0.702,0.7788295,CHRM2,P08172
一枝黄花,Yizhihuanghua,Solidaginis Herba,辛凉解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
厚朴,Houpu,Magnolia Officinalis Rehd Et Wils．,化湿药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
川芎,Chuanxiong,Chuanxiong Rhizoma,活血祛瘀药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
柴胡,Chaihu,Radix Bupleuri,辛凉解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
桂枝,Guizhi,Cinnamomi Ramulus,辛温解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
牡荆叶,Mujingye,Viticis Negundo Folium,辛凉解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
紫苏,Zisu,Perilla Frutescens,辛温解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
紫苏子,Zisuzi,Perillae Fructus,止咳平喘药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
苏合香,Suhexiang,Styrax,开窍药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
辛夷,Xinyi,Magnoliae Flos,辛温解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
郁金,Yujin,Curcumae Radix,活血祛瘀药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
青果,Qingguo,Canarii Fructus,清热解毒药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
麻黄,Mahuang,Ephedra Herba,辛温解表药,58870_FLUKA,MOL000937,937,3031,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.954808,0.7,0.827404,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemonone,MOL009370,9370,4018,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.830882,0.714,0.772441,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemospironine,MOL009371,9371,1891,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.807539,0.738,0.7727695,CHRNA7,P36544
百部,Baibu,Stemonae Radix,止咳平喘药,tuberostemospironine,MOL009371,9371,1891,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.857689,0.712,0.7848445,GABRA5,P31644
百部,Baibu,Stemonae Radix,止咳平喘药,"7-methoxy-3-methyl-2,5-dihydroxy-9,10-dihydrophenanthrene",MOL009374,9374,47,24,ACHE,Acetylcholinesterase,165,474,0.813472,0.774,0.793736,ACHE,P22303
百部,Baibu,Stemonae Radix,止咳平喘药,"7-methoxy-3-methyl-2,5-dihydroxy-9,10-dihydrophenanthrene",MOL009374,9374,47,24,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.909562,0.722,0.815781,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,"7-methoxy-3-methyl-2,5-dihydroxy-9,10-dihydrophenanthrene",MOL009374,9374,47,24,GSK3B,Glycogen synthase kinase-3 beta,422,1721,0.907466,0.732,0.819733,GSK3B,P49841
百部,Baibu,Stemonae Radix,止咳平喘药,"7-methoxy-3-methyl-2,5-dihydroxy-9,10-dihydrophenanthrene",MOL009374,9374,47,24,MAPK14,Mitogen-activated protein kinase 14,402,1540,0.903831,0.738,0.8209155,MAPK14,Q16539
百部,Baibu,Stemonae Radix,止咳平喘药,"7-methoxy-3-methyl-2,5-dihydroxy-9,10-dihydrophenanthrene",MOL009374,9374,47,24,PTGS2,Prostaglandin G/H synthase 2,94,290,0.930751,0.844,0.8873755,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneostemonine,MOL009376,9376,144,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.934402,0.778,0.856201,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneostemonine,MOL009376,9376,144,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.940563,0.75,0.8452815,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneostemonine,MOL009376,9376,144,,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.860849,0.734,0.7974245,CHRNA7,P36544
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneostemonine,MOL009376,9376,144,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.920095,0.782,0.8510475,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneotuberostemonine,MOL009377,9377,287,122,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.927095,0.748,0.8375475,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneotuberostemonine,MOL009377,9377,287,122,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.939198,0.736,0.837599,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneotuberostemonine,MOL009377,9377,287,122,CHRNA7,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,0.851318,0.7,0.775659,CHRNA7,P36544
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydroneotuberostemonine,MOL009377,9377,287,122,PTGS2,Prostaglandin G/H synthase 2,94,290,0.877947,0.728,0.8029735,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,didehydroprotostemonine,MOL009378,9378,3592,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.899476,0.7,0.799738,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,2-oxostenine,MOL009379,9379,1892,553,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.811705,0.76,0.7858525,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,2-oxostenine,MOL009379,9379,1892,553,PTGS2,Prostaglandin G/H synthase 2,94,290,0.809568,0.732,0.770784,PTGS2,P35354
没药,Moyao,Myrrha,活血祛瘀药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
没药,Moyao,Myrrha,活血祛瘀药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
没药,Moyao,Myrrha,活血祛瘀药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
生姜,Shengjiang,Zingiber Officinale Roscoe,辛温解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
白芷,Baizhi,A. Dahurica (Fisch.) Benth. Et Hook,辛温解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
白鲜皮,Baixianpi,Dictamni Cortex,清热燥湿药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
白鲜皮,Baixianpi,Dictamni Cortex,清热燥湿药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
白鲜皮,Baixianpi,Dictamni Cortex,清热燥湿药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
砂仁,Sharen,Amomum Aurantiacum H. T. Tsai Et S. W. Zhao,化湿药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
细辛,Xixin,Asari Radix Et Rhizoma,辛温解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
蒿本,Haoben,Radix et Rhizoma Ligustici Chinesis,辛温解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
蒿本,Haoben,Radix et Rhizoma Ligustici Chinesis,辛温解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
蒿本,Haoben,Radix et Rhizoma Ligustici Chinesis,辛温解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
薄荷,Bohe,Menthae Herba,辛凉解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
薄荷,Bohe,Menthae Herba,辛凉解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
薄荷,Bohe,Menthae Herba,辛凉解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
辛夷,Xinyi,Magnoliae Flos,辛温解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
辛夷,Xinyi,Magnoliae Flos,辛温解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
辛夷,Xinyi,Magnoliae Flos,辛温解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
香附,Xiangfu,Cyperi Rhizoma,理气药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
香附,Xiangfu,Cyperi Rhizoma,理气药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
香附,Xiangfu,Cyperi Rhizoma,理气药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,calarene,MOL000938,938,886,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.86195,0.7,0.780975,CHRM1,P11229
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,calarene,MOL000938,938,886,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.934779,0.71,0.8223895,CHRM2,P08172
鹅不食草,Ebushicao,Centipedae Herba,辛温解表药,calarene,MOL000938,938,886,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.939956,0.738,0.838978,GABRA5,P31644
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrostemoninine,MOL009380,9380,3399,1062,PTGS2,Prostaglandin G/H synthase 2,94,290,0.886381,0.734,0.8101905,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrostemoninine A,MOL009381,9381,3928,1153,PTGS2,Prostaglandin G/H synthase 2,94,290,0.859117,0.7,0.7795585,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrostemoninine B,MOL009382,9382,3758,1121,PTGS2,Prostaglandin G/H synthase 2,94,290,0.856611,0.724,0.7903055,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrotuberostemonine B,MOL009383,9383,746,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.929169,0.754,0.8415845,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrotuberostemonine B,MOL009383,9383,746,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.940544,0.734,0.837272,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrotuberostemonine B,MOL009383,9383,746,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.880529,0.716,0.7982645,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrotuberostemonine C,MOL009384,9384,1683,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.921431,0.708,0.8147155,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,bisdehydrotuberostemonine C,MOL009384,9384,1683,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.884074,0.712,0.798037,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,"3,3'-bis-(3,4-dihydro-4-hydroxy-6-methoxy)-2H-1-benzopyran",MOL009386,9386,2767,897,PTGS2,Prostaglandin G/H synthase 2,94,290,0.883918,0.794,0.838959,PTGS2,P35354
雷公藤,Leigongteng,Tripterygii Radix,祛风湿散寒药,"3,3'-bis-(3,4-dihydro-4-hydroxy-6-methoxy)-2H-1-benzopyran",MOL009386,9386,2767,897,PTGS2,Prostaglandin G/H synthase 2,94,290,0.883918,0.794,0.838959,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,didehydrotuberostemonine,MOL009387,9387,807,307,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.924871,0.736,0.8304355,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,didehydrotuberostemonine,MOL009387,9387,807,307,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.937995,0.726,0.8319975,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,didehydrotuberostemonine,MOL009387,9387,807,307,PTGS2,Prostaglandin G/H synthase 2,94,290,0.896023,0.706,0.8010115,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,epi-bisdehydrotuberostemonine J,MOL009389,9389,1663,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.924814,0.704,0.814407,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,epi-bisdehydrotuberostemonine J,MOL009389,9389,1663,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.881819,0.724,0.8029095,PTGS2,P35354
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,"(1S,3E,7E,11S)-1,5,5,8-tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",MOL000939,939,3186,,ACHE,Acetylcholinesterase,165,474,0.889636,0.75,0.819818,ACHE,P22303
银杏叶,Yinxingye,Ginkgo Folium,止咳平喘药,"(1S,3E,7E,11S)-1,5,5,8-tetramethyl-12-oxabicyclo[9.1.0]dodeca-3,7-diene",MOL000939,939,3186,,ACHE,Acetylcholinesterase,165,474,0.889636,0.75,0.819818,ACHE,P22303
百部,Baibu,Stemonae Radix,止咳平喘药,isobisdehydrostemoninine,MOL009390,9390,3560,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.886302,0.716,0.801151,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,isodidehydrotuberostemonine,MOL009391,9391,1581,,CHRM1,Muscarinic acetylcholine receptor M1,38,103,0.924602,0.712,0.818301,CHRM1,P11229
百部,Baibu,Stemonae Radix,止咳平喘药,isodidehydrotuberostemonine,MOL009391,9391,1581,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.89636,0.724,0.81018,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,isotuberostemonine,MOL009396,9396,4044,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.819966,0.72,0.769983,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,Isouvaretin,MOL009397,9397,2622,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.905984,0.786,0.845992,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,neostemonine,MOL009402,9402,3946,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.816777,0.74,0.7783885,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,neostenine,MOL009403,9403,3745,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.850747,0.732,0.7913735,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,neotuberostemonine,MOL009404,9404,3925,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.829705,0.73,0.7798525,CHRM2,P08172
百部,Baibu,Stemonae Radix,止咳平喘药,neotuberostemonol,MOL009406,9406,4086,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.831332,0.702,0.766666,CHRM2,P08172
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,Zingiberenol,MOL000941,941,1736,,CHRM2,Muscarinic acetylcholine receptor M2,210,617,0.841978,0.71,0.775989,CHRM2,P08172
莪术,Ezhu,Curcumae Rhizoma,活血祛瘀药,Zingiberenol,MOL000941,941,1736,,GABRA5,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,0.929943,0.726,0.8279715,GABRA5,P31644
百部,Baibu,Stemonae Radix,止咳平喘药,sessilifoliamide A,MOL009412,9412,3678,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.843935,0.746,0.7949675,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,sessilifoliamide C,MOL009414,9414,3236,1023,PTGS2,Prostaglandin G/H synthase 2,94,290,0.883681,0.752,0.8178405,PTGS2,P35354
百部,Baibu,Stemonae Radix,止咳平喘药,sessilifoliamide E,MOL009416,9416,3857,,PTGS2,Prostaglandin G/H synthase 2,94,290,0.867928,0.702,0.784964,PTGS2,P35354
