原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,Swiss Top1靶点名称,Swiss Top1 Gene Symbol,Swiss Top1概率,STP Job ID,Swiss查询网站,备注,TCMSP MOL_ID,中药小分子,小分子全量排名,小分子严格排名,molecule_ID连接状态
1099,5367,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,STP01098,成功（100条，已去重）,100,Lysosomal acid glucosylceramidase,GBA1,0.5668787700960399,1874859111,https://www.swisstargetprediction.ch/result.php?job=1874859111&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005367,GUP,1098,,molecule_ID精确匹配
2823,5369,CC#CC#C/C=C1\C=C[C@@]2(OC=C[C@@H]2O)O1,STP02818,成功（100条，已去重）,100,Endothelial PAS domain-containing protein 1,EPAS1,0.0224089255987836,1818916606,https://www.swisstargetprediction.ch/result.php?job=1818916606&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005369,Mycosinol,2822,,molecule_ID精确匹配
784,537,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,STP00783,成功（100条，已去重）,100,Sex hormone-binding globulin,SHBG,1.0,1230031165,https://www.swisstargetprediction.ch/result.php?job=1230031165&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000537,MAX,783,,molecule_ID精确匹配
3901,5383,C[Se]C[C@H](N)C(=O)O,STP03894,成功（2条，已去重）,2,Carbonic anhydrase 14,CA14,0.0294980347608955,1757323070,https://www.swisstargetprediction.ch/result.php?job=1757323070&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005383,Methylselenocysteine,3900,,molecule_ID精确匹配
2590,5384,COc1ccc(C[C@H]2COC(=O)/C2=C\c2ccc3c(c2)OCO3)cc1OC,STP02585,成功（100条，已去重）,100,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DYRK1A,0.6411844190539261,1810380505,https://www.swisstargetprediction.ch/result.php?job=1810380505&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005384,suchilactone,2589,835,molecule_ID精确匹配
3830,5385,O=C(OC[C@@]1(O)CO[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,STP03824,成功（100条，已去重）,100,Aldo-keto reductase family 1 member B1,AKR1B1,0.7741020848683877,225575297,https://www.swisstargetprediction.ch/result.php?job=225575297&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005385,Suffruticoside A_qt1,3829,,molecule_ID精确匹配
3914,5386,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)C(=O)C=C[C@@](C)(O)[C@H]21,STP03907,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.7968777340067099,1685401822,https://www.swisstargetprediction.ch/result.php?job=1685401822&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005386,Vulgarin,3913,,molecule_ID精确匹配
2733,5391,C=C/C(C)=C\C/C=C(/C)CCC=C(C)C,STP02728,成功（100条，已去重）,100,Adenosine receptor A3,ADORA3,0.4370508776525577,617220555,https://www.swisstargetprediction.ch/result.php?job=617220555&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005391,"(Z,Z)-alpha-farnesene",2732,,molecule_ID精确匹配
3337,5394,C=C1[C@@H]2CC[C@@H](C2)[C@@]1(C)CC/C=C(/C)CO,STP03331,成功（100条，已去重）,100,Cannabinoid receptor 2,CNR2,1.0,139902096,https://www.swisstargetprediction.ch/result.php?job=139902096&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005394,"(Z)-2-methyl-5-[(1S,2R,4R)-2-methyl-3-methylene-2-norbornanyl]pent-2-en-1-ol",3336,,molecule_ID精确匹配
1749,5396,CC1(C)CCC[C@@]2(C)CC[C@](C)(O)C[C@H]3O[C@@]312,STP01745,成功（100条，已去重）,100,Aromatase,CYP19A1,0.720968549201222,1015910390,https://www.swisstargetprediction.ch/result.php?job=1015910390&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005396,cis-Widdrol alpha-epoxide,1748,,molecule_ID精确匹配
3651,54,N=C(N)NCCC[C@H](N)C(=O)O,STP03645,成功（100条，已去重）,100,"Nitric oxide synthase, inducible",NOS2,1.0,1786877153,https://www.swisstargetprediction.ch/result.php?job=1786877153&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000054,L-,3650,,molecule_ID精确匹配
1152,5406,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,STP01151,成功（100条，已去重）,100,Muscarinic acetylcholine receptor M3,CHRM3,0.9963354130489348,999554703,https://www.swisstargetprediction.ch/result.php?job=999554703&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005406,atropine,1151,383,molecule_ID精确匹配
1123,5408,C=C(C(=O)O[C@@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1,STP01122,成功（100条，已去重）,100,Muscarinic acetylcholine receptor M3,CHRM3,0.930700666994475,340515987,https://www.swisstargetprediction.ch/result.php?job=340515987&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005408,apoatropine,1122,,molecule_ID精确匹配
3140,5409,CN1[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H](O)C2,STP03135,成功（100条，已去重）,100,Muscarinic acetylcholine receptor M3,CHRM3,0.9859713067707304,814373848,https://www.swisstargetprediction.ch/result.php?job=814373848&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005409,anisodamine,3139,996,molecule_ID精确匹配
3829,5410,CCCCc1ccc(OC)cc1,STP03823,成功（100条，已去重）,100,Amine oxidase [flavin-containing] A,MAOA,0.7459763270499662,491143785,https://www.swisstargetprediction.ch/result.php?job=491143785&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005410,1-Butyl-4-methoxybenzene,3828,,molecule_ID精确匹配
1922,5412,COc1c(C)cc(C)cc1C,STP01917,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.7914437793316346,1661403501,https://www.swisstargetprediction.ch/result.php?job=1661403501&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005412,"2,4,6-Trimethylanisole",1921,,molecule_ID精确匹配
1828,5423,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@]3(C)O,STP01823,成功（100条，已去重）,100,UDP-glucuronosyltransferase 2B7,UGT2B7,0.9863853091466344,90085434,https://www.swisstargetprediction.ch/result.php?job=90085434&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005423,(-)-Epicedrol,1827,,molecule_ID精确匹配
1222,5430,C=CCC1=C[C@](OC)(/C(C)=C/c2cc(OC)c(OC)c(OC)c2)C(OC)=CC1=O,STP01220,成功（100条，已去重）,100,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,DYRK1B,0.0933784786202013,2008932957,https://www.swisstargetprediction.ch/result.php?job=2008932957&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005430,hancinone C,1221,414,molecule_ID精确匹配
2925,5432,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O,STP02920,成功（100条，已去重）,100,Nuclear receptor subfamily 4immunitygroup A member 1,NR4A1,0.9024625018992752,1721759170,https://www.swisstargetprediction.ch/result.php?job=1721759170&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005432,ABK,2924,,molecule_ID精确匹配
594,5437,C=CC[C@@]12C=C(OC)C(=O)C=C1O[C@H](c1ccc3c(c1)OCO3)[C@H]2C,STP00593,成功（100条，已去重）,100,Mitogen-activated protein kinase 9,MAPK9,0.0795100274133332,1901969036,https://www.swisstargetprediction.ch/result.php?job=1901969036&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005437,"(2S,3S,3aR)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one",593,,molecule_ID精确匹配
415,5441,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,STP00414,成功（100条，已去重）,100,Lysosomal acid glucosylceramidase,GBA1,0.5790120557097723,1507205350,https://www.swisstargetprediction.ch/result.php?job=1507205350&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005441,BGC,414,,molecule_ID精确匹配
1725,5448,CC(C)C[C@H](N)C(=O)O,STP01721,成功（100条，已去重）,100,Plasminogen,PLG,0.6654510036997701,102115739,https://www.swisstargetprediction.ch/result.php?job=102115739&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005448,Leucinum,1724,,molecule_ID精确匹配
3620,5449,CSCC[C@H](N)C(=O)O,STP03614,成功（100条，已去重）,100,Aminopeptidase B,RNPEP,0.5573240343568211,866196151,https://www.swisstargetprediction.ch/result.php?job=866196151&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005449,h-Met-h,3619,,molecule_ID精确匹配
3631,5454,NC(=O)N[C@H]1NC(=O)NC1=O,STP03625,成功（100条，已去重）,100,Aldo-keto reductase family 1 member B1,AKR1B1,0.1130580107994314,1585832311,https://www.swisstargetprediction.ch/result.php?job=1585832311&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005454,(S)-Allantoin,3630,,molecule_ID精确匹配
2811,5455,CC1=CC(=O)CC(C)(C)[C@]1(O)/C=C/C(C)=C\C(=O)O,STP02806,成功（100条，已去重）,100,Nuclear receptor subfamily 4immunitygroup A member 1,NR4A1,0.8991002643768097,1695936962,https://www.swisstargetprediction.ch/result.php?job=1695936962&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005455,(-)-ABA,2810,,molecule_ID精确匹配
1654,5465,CC(C)=CCc1c(O)cc2oc3cc(O)c4c(c3c(=O)c2c1O)C=CC(C)(C)O4,STP01650,成功（100条，已去重）,100,Fatty acid synthase,FASN,0.9555953094177038,39577521,https://www.swisstargetprediction.ch/result.php?job=39577521&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005465,AIDS180907,1653,508,molecule_ID精确匹配
1531,5472,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)O,STP01528,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.5436390330457513,72994209,https://www.swisstargetprediction.ch/result.php?job=72994209&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005472,"1,2-Benzenedicarboxylicacid, mono(2-ethyl) hexylester",1530,,molecule_ID精确匹配
4121,5480,CC(C)OCCO,STP04114,成功（100条，已去重）,100,Gamma-butyrobetaine dioxygenase,BBOX1,0.1701578416916872,250323955,https://www.swisstargetprediction.ch/result.php?job=250323955&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005480,Ucar AC,4120,,molecule_ID精确匹配
3078,5481,C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,STP03073,成功（100条，已去重）,100,Cannabinoid receptor 2,CNR2,0.8015094619296207,2089250485,https://www.swisstargetprediction.ch/result.php?job=2089250485&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005481,"2,6,10,14,18-pentamethylicosa-2,6,10,14,18-pentaene",3077,981,molecule_ID精确匹配
3939,5484,C[C@@H](C(=O)O)c1ccccc1,STP03932,成功（100条，已去重）,100,Aldo-keto reductase family 1 member C3,AKR1C3,0.9108020495897672,1423434633,https://www.swisstargetprediction.ch/result.php?job=1423434633&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005484,GRO,3938,,molecule_ID精确匹配
2421,5487,O=C(O)c1cc(O)cc(O)c1,STP02416,成功（100条，已去重）,100,Carbonic anhydrase 14,CA14,1.0,14179568,https://www.swisstargetprediction.ch/result.php?job=14179568&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005487,5-Carboxyresorcinol,2420,,molecule_ID精确匹配
2760,5490,CCc1ccc(-c2ccc(C(=O)O)cc2)cc1,STP02755,成功（100条，已去重）,100,Retinoic acid receptor RXR-alpha,RXRA,0.9298655759552488,1695254319,https://www.swisstargetprediction.ch/result.php?job=1695254319&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005490,4-(4-ethylphenyl)benzoic acid,2759,,molecule_ID精确匹配
1471,5493,Cc1ccc(C)c2cc(C(C)C)ccc12,STP01468,成功（100条，已去重）,100,Cytochrome P450 2A6,CYP2A6,0.257015081530136,483275643,https://www.swisstargetprediction.ch/result.php?job=483275643&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005493,"6-Isopropyl-1,4-dimethylnaphthalene",1470,,molecule_ID精确匹配
2870,5497,COC(=O)C1=CO[C@@H](O)[C@H]2C(C)=C[C@@H](O)[C@]12O,STP02865,成功（100条，已去重）,100,Toll-like receptor 4,TLR4,0.3259457381132315,731607416,https://www.swisstargetprediction.ch/result.php?job=731607416&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005497,"7,8-Dehydropenstemoside_qt",2869,,molecule_ID精确匹配
3591,5500,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,STP03585,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor alpha,PPARA,0.9940041120108964,711243970,https://www.swisstargetprediction.ch/result.php?job=711243970&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005500,linolenate,3590,,molecule_ID精确匹配
3297,5503,CCCCCCCCCCC[C@H](CC1=CC(=O)C=C(OC)C1=O)OC(C)=O,STP03291,成功（100条，已去重）,100,"Glutaminase liver isoform, mitochondrial",GLS2,1.0,1504204733,https://www.swisstargetprediction.ch/result.php?job=1504204733&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005503,Cornudentanone,3296,1036,molecule_ID精确匹配
1458,5515,COc1cc(OC)c(C(=O)CC(C)=O)c(OC)c1,STP01455,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.822223290489224,1483793900,https://www.swisstargetprediction.ch/result.php?job=1483793900&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005515,Eugenone,1457,,molecule_ID精确匹配
3278,5516,c1ccc2c(c1)Cc1ccccc1-2,STP03272,成功（100条，已去重）,100,5-hydroxytryptamine receptor 2A,HTR2A,0.2882934428140606,1486998947,https://www.swisstargetprediction.ch/result.php?job=1486998947&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005516,Fluoren,3277,,molecule_ID精确匹配
2075,552,COc1c(OC)c(O)c2c(=O)cc(-c3ccccc3O)oc2c1OC,STP02070,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor gamma,PPARG,0.971790834074442,937286165,https://www.swisstargetprediction.ch/result.php?job=937286165&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",2074,622,molecule_ID精确匹配
2978,5522,CC(C)CCN,STP02973,成功（100条，已去重）,100,"Carbonic anhydrase 5B, mitochondrial",CA5B,0.4642659258980852,246141958,https://www.swisstargetprediction.ch/result.php?job=246141958&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005522,LEN,2977,,molecule_ID精确匹配
2178,5530,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,STP02173,成功（100条，已去重）,100,Plasminogen,PLG,1.0,541027733,https://www.swisstargetprediction.ch/result.php?job=541027733&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005530,Hydroxygenkwanin,2177,666,molecule_ID精确匹配
1615,5534,CC1=C[C@@H](O)[C@H]2C[C@@H]1C2(C)C,STP01612,成功（100条，已去重）,100,Cytochrome P450 1B1,CYP1B1,0.7830569455244387,512781242,https://www.swisstargetprediction.ch/result.php?job=512781242&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005534,trans-Verbenol,1614,,molecule_ID精确匹配
2438,5535,Cc1ncc(C[n+]2csc(CCO)c2C)c([NH3+])n1,STP02433,成功（100条，已去重）,100,Transketolase,TKT,0.9478080013515968,191973032,https://www.swisstargetprediction.ch/result.php?job=191973032&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005535,Vitamin B1.mol2,2437,,molecule_ID精确匹配
1200,5541,CC(C)(C)O,STP01198,成功（100条，已去重）,100,Tyrosine-protein kinase Lck,LCK,0.1560965413712681,1720021091,https://www.swisstargetprediction.ch/result.php?job=1720021091&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005541,TBU,1199,,molecule_ID精确匹配
4177,5544,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C(=O)C[C@@H]2C,STP04170,成功（100条，已去重）,100,Signal transducer and activator of transcription 3,STAT3,0.9828784870633986,963559009,https://www.swisstargetprediction.ch/result.php?job=963559009&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005544,Cornin,4176,,molecule_ID精确匹配
3849,5545,COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1C(=O)C[C@@H]2C,STP03843,成功（100条，已去重）,100,Toll-like receptor 4,TLR4,0.9435948589392964,771859057,https://www.swisstargetprediction.ch/result.php?job=771859057&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005545,cornin_qt,3848,,molecule_ID精确匹配
1046,555,CCOC(=O)C1=CCCN(C)C1,STP01045,成功（100条，已去重）,100,Muscarinic acetylcholine receptor M3,CHRM3,0.90685078790916,1978030875,https://www.swisstargetprediction.ch/result.php?job=1978030875&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000555,Homoarecoline,1045,,molecule_ID精确匹配
1532,5558,CC(C)C[C@@H](N)C(=O)O,STP01529,成功（100条，已去重）,100,Plasminogen,PLG,0.6654510036997701,220258758,https://www.swisstargetprediction.ch/result.php?job=220258758&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005558,DLE,1531,,molecule_ID精确匹配
1742,5562,CC(C)[P@@](=O)(F)OC1CCCCC1,STP01738,成功（100条，已去重）,100,Fatty-acid amide hydrolase 1,FAAH,0.0511423001012427,1962819244,https://www.swisstargetprediction.ch/result.php?job=1962819244&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005562,"phosphonofluoridic acid,(l-methylethyl)-,cyclohexyl ester",1741,,molecule_ID精确匹配
804,5563,CC(C)=C1CC[C@H](C)CC1=O,STP00803,成功（100条，已去重）,100,Aromatase,CYP19A1,0.717985653209912,210047443,https://www.swisstargetprediction.ch/result.php?job=210047443&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005563,(-)-Pulegone,803,,molecule_ID精确匹配
1935,5567,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,STP01930,成功（100条，已去重）,100,Alpha-synuclein,SNCA,1.0,927218294,https://www.swisstargetprediction.ch/result.php?job=927218294&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005567,vitamin a,1934,,molecule_ID精确匹配
1293,5569,COc1cc2oc(=O)cc(OC)c2c(C)c1OC,STP01291,成功（100条，已去重）,100,Induced myeloid leukemia cell differentiation protein Mcl-1,MCL1,0.7619891435725945,805343018,https://www.swisstargetprediction.ch/result.php?job=805343018&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005569,"4,6,7-trimethoxy-5-methyl-2H-chromen-2-one",1292,,molecule_ID精确匹配
2194,5573,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,STP02189,成功（100条，已去重）,100,MAP kinase-interacting serine/threonine-protein kinase 2,MKNK2,1.0,1755383645,https://www.swisstargetprediction.ch/result.php?job=1755383645&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005573,Genkwanin,2193,673,molecule_ID精确匹配
2319,5574,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C=O)[C@H](O)[C@@H](OC(=O)CCC)[C@H]12,STP02314,成功（100条，已去重）,100,Prostaglandin G/H synthase 2,PTGS2,0.9633909043778496,252248225,https://www.swisstargetprediction.ch/result.php?job=252248225&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005574,9-Hydroxyglabratolide,2318,727,molecule_ID精确匹配
1987,5575,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,STP01982,成功（100条，已去重）,100,Amine oxidase [flavin-containing] A,MAOA,0.984394287892794,289622127,https://www.swisstargetprediction.ch/result.php?job=289622127&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005575,Gentiacaulein,1986,580,molecule_ID精确匹配
2509,5578,COc1cc2cc(-c3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O,STP02504,成功（100条，已去重）,100,Estrogen receptor beta,ESR2,0.8760577510338766,946681848,https://www.swisstargetprediction.ch/result.php?job=946681848&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005578,7-hydroxy-3-(2-ketochromen-7-yl)-6-methoxy-coumarin,2508,801,molecule_ID精确匹配
2092,5588,N#CC[C@@H]1C(=O)Nc2cccc(O)c21,STP02087,成功（100条，已去重）,100,"Indoleamine 2,3-dioxygenase 1",IDO1,0.5789575373349523,230680919,https://www.swisstargetprediction.ch/result.php?job=230680919&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005588,"2,3-Dihydro-4-hydroxy-2-indole-3-acetonitrile",2091,,molecule_ID精确匹配
766,56,N[C@@H](Cc1ccc(O)cc1)C(=O)O,STP00765,成功（100条，已去重）,100,Tyrosine 3-monooxygenase,TH,0.848658827174701,682922442,https://www.swisstargetprediction.ch/result.php?job=682922442&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000056,DTY,765,,molecule_ID精确匹配
3644,5608,Cc1cc(O)c(C)c(C)c1O,STP03638,成功（100条，已去重）,100,Transient receptor potential cation channel subfamily A member 1,TRPA1,0.600567053057362,834457930,https://www.swisstargetprediction.ch/result.php?job=834457930&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005608,TMHYDROP,3643,,molecule_ID精确匹配
1146,5609,C[C@@H](O)C[C@@H](C)O,STP01145,成功（100条，已去重）,100,Dipeptidyl peptidase 4,DPP4,0.5629324395907419,121181570,https://www.swisstargetprediction.ch/result.php?job=121181570&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005609,76897_FLUKA,1145,,molecule_ID精确匹配
3514,561,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,STP03508,成功（100条，已去重）,100,Carbonic anhydrase 7,CA7,1.0,2048382395,https://www.swisstargetprediction.ch/result.php?job=2048382395&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL000561,Astragalin,3513,,molecule_ID精确匹配
3303,5610,CC(=O)c1ccccc1O,STP03297,成功（100条，已去重）,100,Serine/threonine-protein kinase/endoribonuclease IRE1,ERN1,0.6720014778583375,659918962,https://www.swisstargetprediction.ch/result.php?job=659918962&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005610,WLN: QR BV1,3302,,molecule_ID精确匹配
1917,5611,C=C1CCC[C@H]1O,STP01912,成功（100条，已去重）,100,Liver carboxylesterase 1,CES1,0.4281591969003529,403298736,https://www.swisstargetprediction.ch/result.php?job=403298736&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL005611,2-Methylene cyclopentanol,1916,,molecule_ID精确匹配
