原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,Swiss Top1靶点名称,Swiss Top1 Gene Symbol,Swiss Top1概率,STP Job ID,Swiss查询网站,备注,TCMSP MOL_ID,中药小分子,小分子全量排名,小分子严格排名,molecule_ID连接状态
4064,10226,CCCCOC(=O)CC(C)C,STP04057,成功（100条，已去重）,100,Carbonic anhydrase 1,CA1,0.7804754219600167,1455846891,https://www.swisstargetprediction.ch/result.php?job=1455846891&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010226,Butyl isovalerate,4063,,molecule_ID精确匹配
1172,10242,O[C@@H]1C[C@H](c2ccccc2)Oc2ccccc21,STP01171,成功（100条，已去重）,100,Estrogen receptor beta,ESR2,0.7227952154908944,120865506,https://www.swisstargetprediction.ch/result.php?job=120865506&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010242,"(2R,4R)-2-phenylchroman-4-ol",1171,,molecule_ID精确匹配
2156,10243,O[C@H]1[C@@H](c2ccccc2)Oc2ccccc2[C@@H]1O,STP02151,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.8735680686816811,1247550278,https://www.swisstargetprediction.ch/result.php?job=1247550278&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010243,"flavane-3,4-diol",2155,,molecule_ID精确匹配
1183,10244,O=C1C[C@@H](c2ccccc2)Oc2ccccc21,STP01181,成功（100条，已去重）,100,Amine oxidase [flavin-containing] B,MAOB,1.0,100173880,https://www.swisstargetprediction.ch/result.php?job=100173880&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010244,(2S)-Flavanone,1182,,molecule_ID精确匹配
93,10245,O=c1cc(-c2ccccc2)oc2ccccc12,STP00092,成功（100条，已去重）,100,Poly [ADP-ribose] polymerase tankyrase-2,TNKS2,1.0,51184020,https://www.swisstargetprediction.ch/result.php?job=51184020&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010245,flavone,92,,molecule_ID精确匹配
873,10246,O=c1c(O)c(-c2ccccc2)oc2ccccc12,STP00872,成功（100条，已去重）,100,Carbonic anhydrase 9,CA9,1.0,1063348908,https://www.swisstargetprediction.ch/result.php?job=1063348908&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010246,Flavonol,872,,molecule_ID精确匹配
2647,10249,C[C@H](CO)OC(=O)c1ccccc1,STP02642,成功（100条，已去重）,100,Cytochrome P450 4A11,CYP4A11,0.5490481810468086,26510954,https://www.swisstargetprediction.ch/result.php?job=26510954&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010249,glucofrangulin,2646,,molecule_ID精确匹配
1815,10257,CC(C)CCOC(=O)c1ccccc1,STP01810,成功（100条，已去重）,100,Protein kinase C alpha type,PRKCA,0.811365346353434,36005129,https://www.swisstargetprediction.ch/result.php?job=36005129&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010257,Isoamyl benzoate,1814,,molecule_ID精确匹配
1924,10259,CC(C)CCOC(=O)CC(C)C,STP01919,成功（100条，已去重）,100,Carbonic anhydrase 1,CA1,0.7262425723100572,269886990,https://www.swisstargetprediction.ch/result.php?job=269886990&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010259,Apple oil,1923,,molecule_ID精确匹配
2006,1026,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@H]2CC[C@@]1(C)O,STP02001,成功（100条，已去重）,100,Oxysterols receptor LXR-alpha,NR1H3,0.8284856612739997,2058627313,https://www.swisstargetprediction.ch/result.php?job=2058627313&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001026,myrrhanol C,2005,590,molecule_ID精确匹配
763,10265,C=C[C@@]1(C)CC[C@@H](O)C(C)(C)O1,STP00762,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.260562758697062,930400879,https://www.swisstargetprediction.ch/result.php?job=930400879&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010265,cis-linalol pyranoxide,762,,molecule_ID精确匹配
416,10266,C=C[C@]1(C)CC[C@H](C(C)(C)O)O1,STP00415,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.310095097534261,2105768032,https://www.swisstargetprediction.ch/result.php?job=2105768032&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010266,linalool oxide B (cis-THF),415,,molecule_ID精确匹配
2412,10268,COC(=O)c1ccccc1C(=O)O,STP02407,成功（100条，已去重）,100,Nicotinate phosphoribosyltransferase,NAPRT,0.4447383555216302,2078819076,https://www.swisstargetprediction.ch/result.php?job=2078819076&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010268,D 3 (ester),2411,,molecule_ID精确匹配
3818,10272,CCCOC(=O)CC(C)C,STP03812,成功（100条，已去重）,100,Carbonic anhydrase 1,CA1,0.6863880890817071,1863521555,https://www.swisstargetprediction.ch/result.php?job=1863521555&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010272,PROPYL ISOVALERATE,3817,,molecule_ID精确匹配
1326,10276,CC1=C(/C=C\C(C)=C\C=C\C(C)=C\CO)C(C)(C)CCC1,STP01324,成功（100条，已去重）,100,Alpha-synuclein,SNCA,0.995536693722795,891400005,https://www.swisstargetprediction.ch/result.php?job=891400005&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010276,"(2E,4E,6E,8Z)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraen-1-ol",1325,,molecule_ID精确匹配
4163,10278,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,STP04156,成功（100条，已去重）,100,Alpha-tocopherol transfer protein,TTPA,0.9979600921098224,1842299465,https://www.swisstargetprediction.ch/result.php?job=1842299465&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010278,"2,5,7,8-TETRAMETHYL-2-(4,8,12-TRIMETHYLTRIDECYL)-6-CHROMANOL",4162,,molecule_ID精确匹配
4059,10280,Cc1cc(O)c(C)c2c1O[C@@H](C)[C@@H](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C2,STP04052,成功（100条，已去重）,100,Alpha-tocopherol transfer protein,TTPA,0.9963078558713572,917669139,https://www.swisstargetprediction.ch/result.php?job=917669139&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010280,vitamin E-beta,4058,,molecule_ID精确匹配
4084,10281,Cc1cc(O)cc2c1O[C@@H](C)[C@@H](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C2,STP04077,成功（100条，已去重）,100,Nuclear receptor subfamily 1 group I member 2,NR1I2,0.9922742636890388,1722989144,https://www.swisstargetprediction.ch/result.php?job=1722989144&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010281,vitamin E-delta,4083,,molecule_ID精确匹配
4003,10282,Cc1c(O)cc2c(c1C)O[C@@H](C)[C@@H](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C2,STP03996,成功（100条，已去重）,100,Alpha-tocopherol transfer protein,TTPA,0.9906204006870244,222719873,https://www.swisstargetprediction.ch/result.php?job=222719873&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010282,vitamin E-gamma,4002,,molecule_ID精确匹配
1600,10289,C=CC[n+]1csc2ccccc21,STP01597,成功（100条，已去重）,100,"Indoleamine 2,3-dioxygenase 1",IDO1,0.1607857898933226,587438701,https://www.swisstargetprediction.ch/result.php?job=587438701&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010289,3-Allylbenzothiazoliumbromide,1599,,molecule_ID精确匹配
1557,10295,CC(=O)CCc1ccc(OC(C)=O)cc1,STP01554,成功（100条，已去重）,100,Amine oxidase [flavin-containing] A,MAOA,0.6924843931842519,1860725017,https://www.swisstargetprediction.ch/result.php?job=1860725017&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010295,q-Lure,1556,,molecule_ID精确匹配
1727,10296,CC1=C(C=O)C(C)(C)CC[C@H]1/C=C/[C@H](C)O,STP01723,成功（100条，已去重）,100,Aromatase,CYP19A1,0.81032964506365,883317168,https://www.swisstargetprediction.ch/result.php?job=883317168&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010296,"4-(2,6,6-Trimethyl-1-cyclohexenl-yl)-3-buten-2-ol",1726,,molecule_ID精确匹配
955,10312,COCc1ccc(C=O)n1CCCC(=O)OC,STP00954,成功（100条，已去重）,100,Nucleotide-binding oligomerization domain-containing protein 1,NOD1,0.1003261377744273,840556377,https://www.swisstargetprediction.ch/result.php?job=840556377&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010312,methyl 4-[2-formyl-5-(methoxymethyl)pyrrol-1-yl]butanoate,954,,molecule_ID精确匹配
1506,10313,COCc1ccc(C=O)n1[C@@H](Cc1ccccc1)C(=O)OC,STP01503,成功（100条，已去重）,100,Sodium-dependent dopamine transporter,SLC6A3,0.0696241098946138,1221582012,https://www.swisstargetprediction.ch/result.php?job=1221582012&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010313,4-(2-formyl-5-carbooxymethyl-pyrrole-1-yl)-3-phenyl-methyl propanoate,1505,,molecule_ID精确匹配
3795,10345,C/C(=C\O)CC/C=C(\C)CCC[C@@H](C)CO,STP03789,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.907350519543459,688583139,https://www.swisstargetprediction.ch/result.php?job=688583139&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010345,mukurozioside Ia_qt,3794,,molecule_ID精确匹配
3227,10347,C/C(=C/CC/C(C)=C/CC/C(C)=C/O)CO,STP03222,成功（100条，已去重）,100,Aromatase,CYP19A1,0.5489649424274174,1833097235,https://www.swisstargetprediction.ch/result.php?job=1833097235&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010347,Mukurozioside I_qt,3226,,molecule_ID精确匹配
3886,10349,C/C(=C\O)CC/C=C(\C)CCC[C@H](C)CO,STP03880,成功（100条，已去重）,100,Fatty acid-binding protein 5,FABP5,0.9128674004558004,1073563359,https://www.swisstargetprediction.ch/result.php?job=1073563359&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010349,Mukurozioside Ⅰa_qt,3885,,molecule_ID精确匹配
2721,10358,C/C(=C\CC/C(C)=C/CC/C(C)=C/CO)CO,STP02716,成功（100条，已去重）,100,Squalene monooxygenase,SQLE,0.7676065514263685,1892608887,https://www.swisstargetprediction.ch/result.php?job=1892608887&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010358,PyishiauosideⅠb_qt,2720,,molecule_ID精确匹配
3285,10368,C=C(C)[C@H](O)Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc2c1OC(C)(C)C=C2,STP03279,成功（100条，已去重）,100,"3',5'-cyclic-AMP phosphodiesterase 4D",PDE4D,0.5940966189716664,1933175846,https://www.swisstargetprediction.ch/result.php?job=1933175846&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010368,Yinyanghuo A,3284,,molecule_ID精确匹配
3062,10379,CCCCO[C@H](CNC(=O)/C=C\c1ccc(O)c(OC)c1)c1ccc(O)cc1,STP03057,成功（100条，已去重）,100,Cannabinoid receptor 2,CNR2,0.5957588069492336,2041886879,https://www.swisstargetprediction.ch/result.php?job=2041886879&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010379,7'-n-butanol-N-trans-feruloyloctopamine,3061,,molecule_ID精确匹配
764,10380,CC1=CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C,STP00763,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor alpha,PPARA,0.737907215887724,1675916762,https://www.swisstargetprediction.ch/result.php?job=1675916762&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010380,()-alpha-Funebrene,763,,molecule_ID精确匹配
2476,10395,COc1c(O)c(C)c(O)c2c1OC[C@@H](Cc1ccc(O)cc1)C2=O,STP02471,成功（100条，已去重）,100,Taste receptor type 2 member 31,TAS2R31,0.8824416222473508,1192096051,https://www.swisstargetprediction.ch/result.php?job=1192096051&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010395,"4',5,7-trihydroxy-6-methyl-8-methoxy-homoisoflavanone",2475,787,molecule_ID精确匹配
2690,10396,Cc1c(O)c(C)c2c(c1O)C(=O)[C@H](Cc1ccc(O)cc1)CO2,STP02685,成功（100条，已去重）,100,Estrogen receptor beta,ESR2,0.9503779978206008,842623743,https://www.swisstargetprediction.ch/result.php?job=842623743&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010396,"4',5,7-trihydroxy-6,8-dimethyl-homoisoflavanone",2689,874,molecule_ID精确匹配
2251,1040,O=C1C[C@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,STP02246,成功（100条，已去重）,100,Cytochrome P450 1B1,CYP1B1,0.9951704283001142,92558444,https://www.swisstargetprediction.ch/result.php?job=92558444&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001040,"(2R)-5,7-dihydroxy-2-(4-hydroxyphenyl)chroman-4-one",2250,701,molecule_ID精确匹配
2858,10412,COc1ccc(C[C@H]2COc3c(C)c(O)c(C)c(O)c3C2=O)cc1,STP02853,成功（100条，已去重）,100,Aromatase,CYP19A1,0.9474969241097364,256741930,https://www.swisstargetprediction.ch/result.php?job=256741930&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010412,"4'-methoxy-5,7-dihydroxy-6,8-dimethyl-homoisflavanone",2857,926,molecule_ID精确匹配
3962,10413,CC[C@@H](C)CC(C)=O,STP03955,成功（100条，已去重）,100,E3 ubiquitin-protein ligase TRIM33,TRIM33,0.8423114850822189,1548546723,https://www.swisstargetprediction.ch/result.php?job=1548546723&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010413,4-methyl-2-hexanone,3961,,molecule_ID精确匹配
3494,10417,CCCCCC/C=C/C/C=C/CCCCCCC(=O)O,STP03488,成功（100条，已去重）,100,Aldo-keto reductase family 1 member C3,AKR1C3,0.994132351096887,540453929,https://www.swisstargetprediction.ch/result.php?job=540453929&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010417,"8,11-OCTADECADIENOIC ACID",3493,,molecule_ID精确匹配
2224,10421,COc1cc2c[n+](C)c3c4cc5c(cc4ccc3c2cc1O)OCO5,STP02219,成功（100条，已去重）,100,Protein kinase C epsilon type,PRKCE,0.9569665511246794,1949093678,https://www.swisstargetprediction.ch/result.php?job=1949093678&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010421,isoterihanine,2223,686,molecule_ID精确匹配
3703,10424,CCCC/C=C/C/C=C/CCCCCCCCC(=O)O,STP03697,成功（100条，已去重）,100,Peroxisome proliferator-activated receptor alpha,PPARA,0.9938398891728532,2080437356,https://www.swisstargetprediction.ch/result.php?job=2080437356&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010424,"(10E,13E)-octadeca-10,13-dienoic acid",3702,,molecule_ID精确匹配
2527,10425,Cn1c(=O)c2cc3c(cc2c2ccc4cc5c(cc4c21)OCO5)OCO3,STP02522,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.4067598641610623,528775132,https://www.swisstargetprediction.ch/result.php?job=528775132&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010425,oxyavicine,2526,812,molecule_ID精确匹配
3245,10429,C[C@@H]1CC[C@@]2(CO)C(CO)=CCC[C@@H]2[C@@]1(C)CCC1=CCOC1=O,STP03239,成功（100条，已去重）,100,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,0.9347035395056912,1115812923,https://www.swisstargetprediction.ch/result.php?job=1115812923&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010429,"18,19-dihydroxy-5alpha,10beta-neo-cleroda-diene-butenylhydroxyoate",3244,,molecule_ID精确匹配
1213,10430,C=CCc1cc(OC)c(OC(=O)CC(C)C)c(OC)c1,STP01211,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.8246794300197173,17405339,https://www.swisstargetprediction.ch/result.php?job=17405339&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010430,"(4-allyl-2,6-dimethoxy-phenyl) 3-methylbutanoate",1212,,molecule_ID精确匹配
501,10431,C=CCc1ccc(OC(=O)[C@H](C)CC)c(OC)c1,STP00500,成功（100条，已去重）,100,Prostaglandin G/H synthase 1,PTGS1,0.8812949252955179,1870897275,https://www.swisstargetprediction.ch/result.php?job=1870897275&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010431,4-allyl-2-meth-oxyphenyl 2-methylbutanoate,500,,molecule_ID精确匹配
540,10434,COc1ccc(-c2oc3cc(OC)c(O)c(O)c3c(=O)c2OC)cc1OC,STP00539,成功（100条，已去重）,100,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,0.99475479763192,267104604,https://www.swisstargetprediction.ch/result.php?job=267104604&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010434,"5,6-dihydroxy-2,7,3',4'-tetramethoxyflavonol",539,,molecule_ID精确匹配
2032,10435,COc1ccc(-c2oc3cc(OC)c(O)c(O)c3c(=O)c2OC)cc1,STP02027,成功（100条，已去重）,100,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,0.9939034332812576,603002612,https://www.swisstargetprediction.ch/result.php?job=603002612&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010435,"5,6-dihydroxy-3,7-dimethoxy-2-(4-methoxyphenyl)chromone",2031,,molecule_ID精确匹配
3707,10467,CCCC#CC#C/C=C/COC(C)=O,STP03701,成功（100条，已去重）,100,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,0.0777724041000262,777447071,https://www.swisstargetprediction.ch/result.php?job=777447071&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010467,Lachnophyllol acetate,3706,,molecule_ID精确匹配
234,10468,COc1cc2c(cc1C)C(C(C)C)=CC(=O)[C@]2(C)O,STP00233,成功（100条，已去重）,100,Estrogen receptor beta,ESR2,0.1196831503263294,1204737214,https://www.swisstargetprediction.ch/result.php?job=1204737214&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010468,Lacinilene-C-7-methyl ether,233,,molecule_ID精确匹配
2503,10469,COc1ccc(-c2oc3cc(OC)c(O)c(O)c3c(=O)c2OC)cc1O,STP02498,成功（100条，已去重）,100,NADPH oxidase 4,NOX4,0.9945070875960588,1990838849,https://www.swisstargetprediction.ch/result.php?job=1990838849&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010469,Oxyayanin B,2502,,molecule_ID精确匹配
2588,1047,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2cc(OC)c3c(c2)OCO3)cc2c1OCO2,STP02583,成功（100条，已去重）,100,Acetylcholinesterase,ACHE,0.9968620797579276,100210691,https://www.swisstargetprediction.ch/result.php?job=100210691&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL001047,(+)-Epiexcelsin,2587,,molecule_ID精确匹配
1800,10480,CC(=O)O[C@@H]1[C@@H](C(C)C)[C@@H](OC(C)=O)C/C(C)=C/CC[C@@]2(C)O[C@@H]12,STP01796,成功（100条，已去重）,100,Methionine aminopeptidase 2,METAP2,0.9512238134432178,953406325,https://www.swisstargetprediction.ch/result.php?job=953406325&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010480,shiromodiol diacetate,1799,,molecule_ID精确匹配
2649,10481,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,STP02644,成功（100条，已去重）,100,5-hydroxytryptamine receptor 6,HTR6,0.1360646201415135,1703934016,https://www.swisstargetprediction.ch/result.php?job=1703934016&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010481,WLN: GR DSWR DG,2648,,molecule_ID精确匹配
3643,10482,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,STP03637,成功（100条，已去重）,100,Protein kinase C alpha type,PRKCA,0.6578805227223543,592254772,https://www.swisstargetprediction.ch/result.php?job=592254772&organism=Homo_sapiens,SwissTargetPrediction 官网结果；同一小分子-靶点仅保留一条；失败查询已剔除；未补写预测靶点,MOL010482,WLN: 6OVR BVO6,3642,1102,molecule_ID精确匹配
