原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,中药数,TCMSP_MOL_ID数,分子名称数,molecule_ID连接状态,SMILES审计
3103,522,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC,STP03098,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
900,5220,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C(=O)NC)[C@@H]1N2C,STP00899,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
378,5223,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CCN2C)cc1O,STP00377,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2645,5227,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1O,STP02640,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
629,5229,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1OC,STP00628,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
621,523,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O,STP00620,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1692,5235,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,STP01688,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2325,5239,COc1cc2ccnc3c2c(c1OC)-c1ccccc1C3=O,STP02320,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1587,5244,CC[C@H](C)C(=O)O,STP01584,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2019,525,O=c1cc(-c2ccccc2)oc2c(O)c(O)cc(O)c12,STP02014,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1255,5257,CN1C[C@](O)(CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,STP01253,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1473,5259,C[C@H](O)[C@@H](C)C(=O)O,STP01470,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1574,5260,CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)CO,STP01571,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
889,5261,CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,STP00888,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
116,5266,CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,STP00115,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
287,5267,CN1CC(CO)=C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,STP00286,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2953,5269,CC1(C)O[C@@]2(C)CCC[C@@]3(C)CCC[C@@H]1[C@@H]32,STP02948,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2277,527,O=c1cc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12,STP02272,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2473,5274,CCC(C)(C)C,STP02468,成功（42条，已去重）,42,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
181,528,CC[C@@H]1C[C@H]2CN3CCc4c([nH]c5ccc(OC)cc45)[C@@](C(=O)OC)(C2)[C@H]13,STP00180,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
124,529,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13,STP00123,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
966,5290,COc1c(C)cc(C(=O)O)cc1C,STP00965,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2656,5293,CCCCC(C)(CC)CC,STP02651,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2964,5294,CCCC[C@@H](C)CC,STP02959,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2554,5305,COc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,STP02549,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3249,5308,C=C(C(=O)O[C@@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12)c1ccccc1,STP03243,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3067,5313,O=C(O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,STP03062,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3242,5316,O=C(O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,STP03236,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3033,5318,O=C(O)c1ccc(O)cc1Nc1cc(O)ccc1C(=O)O,STP03028,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2763,532,COc1cc(C[C@H]2COC(=O)[C@]2(O)Cc2ccc(O)c(OC)c2)ccc1O,STP02758,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2813,5320,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O,STP02808,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
983,5321,O=c1oc2ccccc2c2oc3ccccc3c(=O)c12,STP00982,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
597,5322,C=C1CCC[C@]2(C)CCC(=C(C)C)C[C@H]12,STP00596,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2746,533,COc1ccc(C[C@H]2COC(=O)[C@]2(O)Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC,STP02741,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4189,5344,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C,STP04182,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3568,535,CO[C@@H]1[C@H](O)[C@H](OC)[C@@H](O)[C@H](O)[C@H]1O,STP03562,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3576,5351,C=CCCCCC[C@@H]1O[C@@H]1CC#CC#C[C@@H](O)C=C,STP03570,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3452,5352,C=CCCCCC[C@H](Cl)[C@@H](O)CC#CC#C[C@@H](O)C=C,STP03446,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3637,5354,CCCCCCC[C@@H]1O[C@@H]1CC#CC#C[C@@H](O)CC,STP03631,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3298,5355,C=CC(=O)C#CC#CC[C@H]1O[C@H]1CCCCCCC,STP03292,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1581,5356,Cc1cc2c([nH]c3ccccc32)c2c1OC(C)(C)C=C2,STP01578,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3340,5358,O=C(O)C[C@@H](C(=O)O)[C@@H](O)C(=O)O,STP03334,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3425,5366,CCCCCCCCC1=C(CCCCCCC(=O)O)C1,STP03419,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1099,5367,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,STP01098,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2823,5369,CC#CC#C/C=C1\C=C[C@@]2(OC=C[C@@H]2O)O1,STP02818,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
784,537,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O,STP00783,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3901,5383,C[Se]C[C@H](N)C(=O)O,STP03894,成功（2条，已去重）,2,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2590,5384,COc1ccc(C[C@H]2COC(=O)/C2=C\c2ccc3c(c2)OCO3)cc1OC,STP02585,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3830,5385,O=C(OC[C@@]1(O)CO[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1,STP03824,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3914,5386,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)C(=O)C=C[C@@](C)(O)[C@H]21,STP03907,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2733,5391,C=C/C(C)=C\C/C=C(/C)CCC=C(C)C,STP02728,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3337,5394,C=C1[C@@H]2CC[C@@H](C2)[C@@]1(C)CC/C=C(/C)CO,STP03331,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1749,5396,CC1(C)CCC[C@@]2(C)CC[C@](C)(O)C[C@H]3O[C@@]312,STP01745,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3651,54,N=C(N)NCCC[C@H](N)C(=O)O,STP03645,成功（100条，已去重）,100,12.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1152,5406,CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,STP01151,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1123,5408,C=C(C(=O)O[C@@H]1C[C@H]2CC[C@@H](C1)N2C)c1ccccc1,STP01122,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3140,5409,CN1[C@@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H](O)C2,STP03135,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3829,5410,CCCCc1ccc(OC)cc1,STP03823,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1922,5412,COc1c(C)cc(C)cc1C,STP01917,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1828,5423,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@]3(C)O,STP01823,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1222,5430,C=CCC1=C[C@](OC)(/C(C)=C/c2cc(OC)c(OC)c(OC)c2)C(OC)=CC1=O,STP01220,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2925,5432,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O,STP02920,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
594,5437,C=CC[C@@]12C=C(OC)C(=O)C=C1O[C@H](c1ccc3c(c1)OCO3)[C@H]2C,STP00593,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
415,5441,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,STP00414,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1725,5448,CC(C)C[C@H](N)C(=O)O,STP01721,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3620,5449,CSCC[C@H](N)C(=O)O,STP03614,成功（100条，已去重）,100,11.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3631,5454,NC(=O)N[C@H]1NC(=O)NC1=O,STP03625,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2811,5455,CC1=CC(=O)CC(C)(C)[C@]1(O)/C=C/C(C)=C\C(=O)O,STP02806,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1654,5465,CC(C)=CCc1c(O)cc2oc3cc(O)c4c(c3c(=O)c2c1O)C=CC(C)(C)O4,STP01650,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1531,5472,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)O,STP01528,成功（100条，已去重）,100,7.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4121,5480,CC(C)OCCO,STP04114,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3078,5481,C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,STP03073,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3939,5484,C[C@@H](C(=O)O)c1ccccc1,STP03932,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2421,5487,O=C(O)c1cc(O)cc(O)c1,STP02416,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2760,5490,CCc1ccc(-c2ccc(C(=O)O)cc2)cc1,STP02755,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1471,5493,Cc1ccc(C)c2cc(C(C)C)ccc12,STP01468,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2870,5497,COC(=O)C1=CO[C@@H](O)[C@H]2C(C)=C[C@@H](O)[C@]12O,STP02865,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3591,5500,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,STP03585,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3297,5503,CCCCCCCCCCC[C@H](CC1=CC(=O)C=C(OC)C1=O)OC(C)=O,STP03291,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1458,5515,COc1cc(OC)c(C(=O)CC(C)=O)c(OC)c1,STP01455,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3278,5516,c1ccc2c(c1)Cc1ccccc1-2,STP03272,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2075,552,COc1c(OC)c(O)c2c(=O)cc(-c3ccccc3O)oc2c1OC,STP02070,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2978,5522,CC(C)CCN,STP02973,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2178,5530,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,STP02173,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1615,5534,CC1=C[C@@H](O)[C@H]2C[C@@H]1C2(C)C,STP01612,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2438,5535,Cc1ncc(C[n+]2csc(CCO)c2C)c([NH3+])n1,STP02433,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1200,5541,CC(C)(C)O,STP01198,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4177,5544,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C(=O)C[C@@H]2C,STP04170,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3849,5545,COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1C(=O)C[C@@H]2C,STP03843,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1046,555,CCOC(=O)C1=CCCN(C)C1,STP01045,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1532,5558,CC(C)C[C@@H](N)C(=O)O,STP01529,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1742,5562,CC(C)[P@@](=O)(F)OC1CCCCC1,STP01738,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
804,5563,CC(C)=C1CC[C@H](C)CC1=O,STP00803,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1935,5567,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,STP01930,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1293,5569,COc1cc2oc(=O)cc(OC)c2c(C)c1OC,STP01291,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2194,5573,COc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1,STP02189,成功（100条，已去重）,100,9.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2319,5574,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(/C=O)[C@H](O)[C@@H](OC(=O)CCC)[C@H]12,STP02314,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1987,5575,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,STP01982,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2509,5578,COc1cc2cc(-c3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O,STP02504,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2092,5588,N#CC[C@@H]1C(=O)Nc2cccc(O)c21,STP02087,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
766,56,N[C@@H](Cc1ccc(O)cc1)C(=O)O,STP00765,成功（100条，已去重）,100,8.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3644,5608,Cc1cc(O)c(C)c(C)c1O,STP03638,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1146,5609,C[C@@H](O)C[C@@H](C)O,STP01145,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3514,561,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,STP03508,成功（100条，已去重）,100,37.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3303,5610,CC(=O)c1ccccc1O,STP03297,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1917,5611,C=C1CCC[C@H]1O,STP01912,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4119,5612,COc1ccc(O)cc1OC,STP04112,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
688,5617,C=CC(C)(C)[C@H](O)C=C(C)C,STP00687,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1475,5619,C[C@@H]1Oc2c(c3c(c4oc(=O)cc(-c5ccccc5)c24)C=CC(C)(C)O3)C(=O)[C@@H]1C,STP01472,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
740,5620,C=CC(C)(C)/C=C/C(C)(C)O,STP00739,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2498,5635,CCOc1c2c3c(cc4c(c3c3cccc(OC)c13)OCO4)C(=O)O2,STP02493,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2332,5636,CCOc1c2c3c(cc4c(c3c3cccc(OC)c13)OCO4)C(=O)N2,STP02327,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
