原始行号（去重映射）,molecule_ID,SMILES,STP查询编号,预测状态,去重预测靶点数,中药数,TCMSP_MOL_ID数,分子名称数,molecule_ID连接状态,SMILES审计
591,1678,CC(C)=CCc1cc([C@H]2COc3cc(O)cc(O)c3C2=O)cc(O)c1O,STP00590,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1668,1681,COC(=O)C1=CO[C@@H](O)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12,STP01664,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3378,1684,Nc1ccc2cnccc2c1,STP03372,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3101,1685,CC(C)=CCc1c2c(c(O)c3c1O[C@H](c1c(O)cccc1O)CC3=O)C=CC(C)(C)O2,STP03096,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2433,1689,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,STP02428,成功（100条，已去重）,100,21.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1307,169,C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,STP01305,成功（100条，已去重）,100,16.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3645,1691,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,STP03639,成功（100条，已去重）,100,19.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3790,1692,OC[C@@]1(O)CO[C@@H](O)[C@@H]1O,STP03784,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2879,1696,CC(C)=CCc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3,STP02874,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
224,1697,COC1=C[C@]23C[C@@]4(CN(C)[C@@H]4C2=CC1=O)c1ccc(OC)c(O)c13,STP00223,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2678,1699,COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,STP02673,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
576,170,CC(C)=C1CC[C@H](C)C2=C(C1)[C@H](C)CC2,STP00575,成功（100条，已去重）,100,13.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2484,1700,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,STP02479,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2408,1702,COc1cc2c(c(OC)c1OC)C(=O)c1cc3c(cc1C2=O)OCO3,STP02403,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2371,1703,COc1cc(O)cc([C@@H](O)[C@@H]2CO[C@@H](c3ccc(O)c(OC)c3)[C@@H]2CO)c1,STP02366,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2621,1708,COc1cc([C@H]2c3cc4c(cc3C(=O)[C@@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,STP02616,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
84,171,C[C@H]1CC[C@@H](C(C)(C)O)CC2=C1CC[C@@H]2C,STP00083,成功（100条，已去重）,100,15.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2586,1710,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC,STP02581,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2531,1713,COc1cc([C@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,STP02526,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2549,1714,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,STP02544,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2784,1715,COc1cc([C@@H]2c3cc4c(cc3C(=O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,STP02779,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2507,1716,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,STP02502,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2595,1717,COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,STP02590,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
394,1719,C=C[C@@]1(C)CC[C@@H](C(C)(C)O)O1,STP00393,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2929,1721,CC1=C(C(=O)O)C(=O)C[C@@H]2CCC[C@]3(C(=O)Nc4ccccc43)N12,STP02924,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3417,1722,O=C1Nc2ccccc2O[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,STP03411,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1411,1723,O=C1Nc2ccccc2O[C@@H]1O,STP01409,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2402,1725,O=C1[C@H](O)Oc2ccccc2N1[O-],STP02397,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2349,1729,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,STP02344,成功（100条，已去重）,100,19.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
428,173,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,STP00427,成功（100条，已去重）,100,10.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1094,1731,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,STP01093,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1105,1732,OCC(O)CO,STP01104,成功（100条，已去重）,100,12.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2455,1733,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1O,STP02450,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2579,1734,O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@@H](O)C(=O)[C@@H]1O,STP02574,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1100,1735,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,STP01099,成功（100条，已去重）,100,10.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2137,1736,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@@H]1O,STP02132,成功（100条，已去重）,100,9.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1589,1737,O=C(O)c1c[nH]c2ccccc12,STP01586,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3977,1738,O=C(O)CC(=O)O,STP03970,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3772,1739,CCCCCC/C=C\CCCCCCCC(=O)O,STP03766,成功（100条，已去重）,100,45.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3177,1742,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,STP03172,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3511,1743,O=c1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1,STP03505,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4109,1746,CCCCCCCC/C=C\CCCCCCCC(N)=O,STP04102,成功（100条，已去重）,100,10.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1320,1747,CCCCCCCCCCCCCCCCCCCCCCCC,STP01318,成功（100条，已去重）,100,34.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3816,1749,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,STP03810,成功（100条，已去重）,100,14.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3309,175,CC1=C2C[C@H]3CC[C@@H](C)[C@]2(CC1)C3(C)C,STP03303,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3475,1751,O=S(=O)(O)O/N=C(/S)Cc1c[nH]c2ccccc12,STP03469,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1919,1752,C=Cc1ccc(O)c(OC)c1,STP01914,成功（100条，已去重）,100,26.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1125,1754,COc1cc(C[C@@H]2COC[C@@H]2[C@@H](O)c2ccc(O)c(OC)c2)ccc1O,STP01124,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2898,1756,c1ccc2nc3c(cc2c1)[nH]c1ccccc13,STP02893,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
906,1763,O=c1c2ccccc2ncn1-c1ccccc1O,STP00905,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1268,1765,COn1cc(CC#N)c2ccccc21,STP01266,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
456,1767,O=C1Nc2ccccc2/C1=C1/Nc2cc(O)ccc2C1=O,STP00455,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2542,1778,COc1cc(/C=C/C=O)cc(OC)c1O,STP02537,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
584,1779,COC1=C[C@]23CCN(C)[C@H](Cc4ccc(OC)c(O)c42)C3=CC1=O,STP00583,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3899,178,C=C1CCC[C@]2(C)C[C@@]3(O)OC(=O)C(C)=C3C[C@@H]12,STP03892,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2254,1780,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,STP02249,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3132,1781,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,STP03127,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
792,1782,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,STP00791,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2550,1783,C/C=C(\C)C(=O)CO[C@H]1c2c(ccc3ccc(=O)[nH]c23)O[C@@H]1C(C)(C)OC(C)=O,STP02545,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1211,1786,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@H](CO)[C@@H]2CO)ccc1O,STP01209,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2740,1787,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,STP02735,成功（100条，已去重）,100,20.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
639,1789,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,STP00638,成功（100条，已去重）,100,11.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2077,1791,N#CC[C@H]1C(=O)Nc2cccc(O)c21,STP02072,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1985,1792,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,STP01980,成功（100条，已去重）,100,10.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1182,1796,COn1cc(C/C(S)=N\OS(=O)(=O)O)c2ccccc21,STP01180,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2026,1798,COc1cc(O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)c1,STP02021,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
238,18,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,STP00237,成功（100条，已去重）,100,32.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4080,180,C=C1CCC[C@]2(C)C=C3OC(=O)[C@@H](C)[C@@H]3C[C@H]12,STP04073,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2988,1801,O=C(O)c1ccccc1O,STP02983,成功（100条，已去重）,100,27.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2613,1802,O=c1[nH]c(=O)c2ccccc2[nH]1,STP02608,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1386,1803,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,STP01384,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1274,1805,COn1cc(C=O)c2ccccc21,STP01272,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
566,1808,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,STP00565,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3266,1810,O=C1/C(=c2/c3ccccc3n3c(=O)c4ccccc4nc23)Nc2ccccc21,STP03260,成功（100条，已去重）,100,3.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1976,1814,COc1cc(OC)cc(/C(O)=C2/C(=O)Nc3ccccc32)c1,STP01971,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3957,1818,CCCCCC/C=C/CCCCCCCC(=O)OC,STP03950,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
834,1820,COc1cc([C@H]2C(=O)Nc3ccccc32)cc(OC)c1CO,STP00833,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1518,1821,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC,STP01515,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3454,1822,COCc1ccc(C(=O)O)o1,STP03448,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2211,1823,O=C1[C@@H](O)[C@H](Oc2c[nH]c3ccccc23)O[C@H](CO)[C@H]1O,STP02206,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3547,1824,N#CCc1c[nH]c2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,STP03541,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2330,1825,N#CCc1c[nH]c2cc(O)ccc12,STP02325,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2559,1826,OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,STP02554,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2305,1828,COC1=CC(=CC2=C3Nc4ccccc4C(=O)N3CC2)C=C(OC)C1=O,STP02300,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3569,1829,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,STP03563,成功（100条，已去重）,100,5.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2676,1833,O=S(=O)(O)O/N=C(\S)Cc1cn(S(=O)(=O)[O-])c2ccccc12,STP02671,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
342,1835,O=C1Nc2ccccc2C(=O)N2CCC[C@@H]12,STP00341,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2683,1836,CCCCO[C@]1(CO)OC[C@@H](O)[C@@H](O)[C@@H]1O,STP02678,成功（100条，已去重）,100,6.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2494,1841,O=C(O)Cc1c[nH]c2ccccc12,STP02489,成功（100条，已去重）,100,4.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2576,1842,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O,STP02571,成功（100条，已去重）,100,12.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
2525,1845,COc1cc(C[C@H]2CO[C@@H](c3ccc(O)c(OC)c3)[C@@H]2CO)ccc1O,STP02520,成功（100条，已去重）,100,2.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1747,1851,c1ccc(-c2ccc3c(n2)-c2ccccc2C3)cc1,STP01743,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
1323,1852,CC(C)=CCc1cccc2[nH]ccc12,STP01321,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
3085,1854,CC[C@@H](O)CCC(C)C,STP03080,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
4187,1858,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,STP04180,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
192,1861,Cc1cc(C)c2c(c1)CCC[C@H]2C,STP00191,成功（100条，已去重）,100,1.0,1.0,1.0,molecule_ID精确匹配,全量源表未提供可核验SMILES；仅保留Swiss原始SMILES供原始行号审计
